"d4d5d4","d4d5d5","d3d3d3","d5d4d4","d5d5d4","d4d4d4","d4d4d5","d5d5d5"
"-0.014708","-2.2282e-15","4.1576e-05","0.32339","0.90999","-0.25873","0.013465","5.5745e-16"
"-0.0019438","-1.1838e-15","0.0012547","-0.0038376","-0.02288","-0.12928","-0.84776","-0.51385"
"2.7756e-17","-1","-6.7971e-15","0","0","8.6875e-15","4.5103e-17","-1.4531e-16"
