1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.011494142302977605	10:0.0	11:0.01963496031637101	12:0.0	13:0.011938901572850297	14:0.17657975677356041	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.011671675404414172	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.008974929486679335	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.13989909225414343	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.019292132755443735	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.015792650121045543	11:0.13445679347080147	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.03269750792433175	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.11453726851216421	12:0.0	13:0.0	14:0.03838690364642617	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.019806824038938728	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.14726220237278256	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0
