1:0.18007884565033036	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.0
1:0.18007884565033036	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.0
1:0.18007884565033036	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.0
1:0.030013140941721726	2:0.0	3:0.011206066153820853	4:0.014417355782817278	5:0.0	6:0.013106022631469599	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.13789103161122562	37:0.01269130370533116	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.0
1:0.04201839731841042	2:0.0	3:0.011206066153820853	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.07738496821858934	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.011229340158092602	35:0.0	36:0.06894551580561281	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.01082875600424025	44:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.20683654741683846	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.0
1:0.017426985062935198	2:0.0	3:0.010844580148858888	4:0.06278525905420428	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.04493320735272929	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.010912523500381395	20:0.0	21:0.0	22:0.01166195246356124	23:0.0	24:0.0	25:0.0	26:0.0	27:0.014511119517598245	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.02913258912639966	36:0.026688586763463026	37:0.0122819068116108	38:0.0	39:0.013539448367092248	40:0.0	41:0.0	42:0.0	43:0.01047944129442605	44:0.0
1:0.04952168255384085	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.008792844422410974	8:0.008439556795829884	9:0.0	10:0.0	11:0.015153109123146965	12:0.008318678611178737	13:0.06384259878033621	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.008457205712795582	20:0.0	21:0.008753756553310628	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.01124611762613864	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.010394029646102837	34:0.0	35:0.0	36:0.04653822316878865	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.00812156700318019	44:0.0
1:0.07717664813585587	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.009645207766662724	9:0.0	10:0.00939268400603196	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.009665377957480664	20:0.0	21:0.020008586407567152	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.009625148706936516	35:0.0	36:0.08273461896673538	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.0
1:0.00450197114125826	2:0.0	3:0.008404549615365638	4:0.0	5:0.008974929486679335	6:0.0	7:0.0	8:0.008439556795829884	9:0.0	10:0.008218598505277964	11:0.0	12:0.0	13:0.011607745232788402	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.02279189553312132	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.010394029646102837	34:0.008422005118569453	35:0.0	36:0.14995649687720788	37:0.0	38:0.0	39:0.010493072484496492	40:0.0	41:0.0	42:0.0	43:0.0	44:0.0
