1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.14726220237278256	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.14726220237278256	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.14726220237278256	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0
1:0.011395929947075981	2:0.014417355782817278	3:0.0	4:0.0	5:0.0	6:0.0	7:0.011347662437298288	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.010980082268565184	16:0.011494142302977605	17:0.07853984126548404	18:0.011938901572850297	19:0.0	20:0.014994823501518185	21:0.007677380729285235	22:0.011723792563214631	23:0.03532967147005887	24:0.0	25:0.014035710770743223	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0
1:0.0	2:0.007208677891408639	3:0.0	4:0.0	5:0.0	6:0.0	7:0.011347662437298288	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.010980082268565184	16:0.011494142302977605	17:0.08344858134457678	18:0.0	19:0.0	20:0.014994823501518185	21:0.01535476145857047	22:0.023447585126429263	23:0.0	24:0.0	25:0.014035710770743223	26:0.011671675404414172	27:0.0	28:0.0	29:0.0	30:0.023768188846726476
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.02127686706993429	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.03993613760508627	15:0.0	16:0.0	17:0.06442721353809237	18:0.0	19:0.029013603405164304	20:0.0	21:0.0	22:0.021982111056027435	23:0.06624313400636037	24:0.021367368650767462	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.02228267704380607
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.07600629799885551	18:0.0	19:0.0	20:0.014511119517598245	21:0.0	22:0.0	23:0.12536335037762825	24:0.0	25:0.013582945907170858	26:0.011295169746207263	27:0.0	28:0.0	29:0.0	30:0.011500736538738617
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.008510746827973717	8:0.0	9:0.0	10:0.012412833595200014	11:0.0	12:0.0	13:0.0	14:0.01597445504203451	15:0.0	16:0.0	17:0.0920388764829891	18:0.0	19:0.0	20:0.01124611762613864	21:0.0	22:0.008792844422410974	23:0.008832417867514717	24:0.05128168476184191	25:0.010526783078057416	26:0.008753756553310628	27:0.0	28:0.0	29:0.0	30:0.008913070817522429
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.11780976189822605	18:0.0	19:0.0	20:0.0	21:0.039483672322038345	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.01018636664859706
1:0.0	2:0.0	3:0.008974929486679335	4:0.0	5:0.0	6:0.0	7:0.0	8:0.019292132755443735	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.008620606727233205	17:0.1325359821355043	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.008913070817522429
