1:0.0	2:0.0148642564527078	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.014321846437258937	21:0.029984719051245928	22:0.0	23:0.0	24:0.038416226705943274	25:0.0	26:0.015572480312413432	27:0.0	28:0.12016769837142105	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.0	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0148642564527078	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.014321846437258937	21:0.029984719051245928	22:0.0	23:0.0	24:0.038416226705943274	25:0.0	26:0.015572480312413432	27:0.0	28:0.12016769837142105	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.0	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0148642564527078	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.014321846437258937	21:0.029984719051245928	22:0.0	23:0.0	24:0.038416226705943274	25:0.0	26:0.015572480312413432	27:0.0	28:0.12016769837142105	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.0	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.14726220237278256	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.0	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.011494142302977605	22:0.0	23:0.0	24:0.07363110118639128	25:0.0	26:0.0	27:0.0	28:0.0921285687514228	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.023768188846726476	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.21592633301114722	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.02228267704380607	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.10450865974842634	25:0.0	26:0.0	27:0.0	28:0.059437786291240524	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.011500736538738617	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.008620606727233205	22:0.0	23:0.0	24:0.12885442707618475	25:0.0	26:0.0	27:0.0	28:0.01151607109392785	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.016167582132485283	44:0.008913070817522429	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.011233733684116799	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.014186095537371443	15:0.0	16:0.0	17:0.0	18:0.0	19:0.010632726164653473	20:0.009411499087341587	21:0.0	22:0.0	23:0.024571699682654186	24:0.07152735543820866	25:0.0	26:0.0	27:0.0	28:0.0	29:0.012852705858444158	30:0.0	31:0.02009793010836794	32:0.020188383697176494	33:0.029303819863909664	34:0.0	35:0.012030609232065618	36:0.0	37:0.0	38:0.0	39:0.03742440554109834	40:0.014632455053427857	41:0.0	42:0.0	43:0.0	44:0.01018636664859706	45:0.0	46:0.0	47:0.0
1:0.016373177424230525	2:0.008546947460306984	3:0.005406508418556479	4:0.008974929486679335	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.008510746827973717	13:0.019292132755443735	14:0.0	15:0.0	16:0.0	17:0.01597445504203451	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.07363110118639128	25:0.01160544136206572	26:0.008954176179637723	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.03532967147005887	33:0.03418778984122794	34:0.0	35:0.010526783078057416	36:0.0	37:0.0	38:0.0	39:0.0	40:0.012803398171749376	41:0.0	42:0.008753756553310628	43:0.0	44:0.0	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.01201446315234773	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.018912770728830477	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.01915690383829601	22:0.0	23:0.0	24:0.049087400790927514	25:0.025789869693479378	26:0.019898169288083828	27:0.0	28:0.0	29:0.0	30:0.0	31:0.019539654272024382	32:0.09813797630571908	33:0.0	34:0.026004406068589968	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.0	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0148642564527078	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.028857326242803613	12:0.014801298831258636	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.029984719051245928	22:0.0	23:0.0	24:0.05122163560792436	25:0.0	26:0.015572480312413432	27:0.0	28:0.020027949728570176	29:0.019558465436762852	30:0.0	31:0.0	32:0.0614429069044502	33:0.0	34:0.0	35:0.018307448831404203	36:0.008992893365949498	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.0	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.01724121345446641	22:0.0	23:0.0	24:0.03681555059319564	25:0.0	26:0.017908352359275445	27:0.0	28:0.0230321421878557	29:0.02249223525227728	30:0.0	31:0.0	32:0.1589835216152649	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.017826141635044857	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.008210101644984003	22:0.0	23:0.0	24:0.13674347363186953	25:0.0	26:0.0	27:0.0	28:0.005483843378060882	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.008488638873830882	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.005406508418556479	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.016592962589612077	12:0.008510746827973717	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.009303635394071788	20:0.0	21:0.01724121345446641	22:0.0	23:0.0	24:0.0920388764829891	25:0.0	26:0.0	27:0.0	28:0.005758035546963925	29:0.01124611762613864	30:0.0	31:0.017585688844821947	32:0.017664835735029433	33:0.0	34:0.011701982730865488	35:0.0	36:0.005170913685420961	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.008913070817522429	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.009402623336619963	4:0.0	5:0.0	6:0.035797897506508934	7:0.0	8:0.015792650121045543	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.02158753668730437	15:0.0	16:0.0	17:0.027781660942668707	18:0.0	19:0.0	20:0.014321846437258937	21:0.0	22:0.0	23:0.0	24:0.006402704450990545	25:0.0	26:0.0	27:0.0	28:0.0	29:0.019558465436762852	30:0.0	31:0.015291903343323431	32:0.0307214534522251	33:0.1189140516216624	34:0.020351274314548674	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.030447848881080448	43:0.0	44:0.015500992726125963	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.03089433382032274	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.015685831812235977	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.032903060268365286	29:0.021421176430740263	30:0.0	31:0.016748275090306616	32:0.1514128777288237	33:0.0	34:0.0	35:0.02005101538677603	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.016673822006305957	43:0.0	44:0.016977277747661765	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.01201446315234773	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.024543700395463757	25:0.0	26:0.019898169288083828	27:0.0	28:0.012795634548808723	29:0.02499137250253031	30:0.0	31:0.019539654272024382	32:0.15702076208915053	33:0.0	34:0.0	35:0.023392851284572035	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.019452792340690285	43:0.0	44:0.0	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.007208677891408639	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.010980082268565184	21:0.011494142302977605	22:0.0	23:0.0	24:0.044178660711834766	25:0.0	26:0.011938901572850297	27:0.0	28:0.06141904583428188	29:0.014994823501518185	30:0.0	31:0.011723792563214631	32:0.03532967147005887	33:0.0	34:0.0	35:0.014035710770743223	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.023343350808828343	43:0.0	44:0.011884094423363238	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.025442392557912842	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.020025286654055802	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.020283780534666365	22:0.0	23:0.0	24:0.025987447477549865	25:0.027306920851919343	26:0.0210686498344417	27:0.0	28:0.013548318934032766	29:0.0	30:0.0	31:0.020689045699790524	32:0.10391079844134961	33:0.0	34:0.027534077013801145	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.0	45:0.0	46:0.0	47:0.0
1:0.0	2:0.01709389492061397	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.017021493655947434	13:0.0	14:0.0	15:0.0	16:0.0	17:0.03194891008406902	18:0.0	19:0.0	20:0.0	21:0.01724121345446641	22:0.0	23:0.0	24:0.022089330355917383	25:0.02321088272413144	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.052994507205088304	33:0.10256336952368382	34:0.0	35:0.0	36:0.0	37:0.03194891008406902	38:0.0	39:0.0	40:0.02560679634349875	41:0.0	42:0.0	43:0.0	44:0.017826141635044857	45:0.0	46:0.0	47:0.0
1:0.0	2:0.017993573600646285	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.01791736174310256	13:0.0	14:0.026132281253052662	15:0.0	16:0.0	17:0.03363043166744107	18:0.0	19:0.0	20:0.0	21:0.01814864574154359	22:0.0	23:0.0	24:0.03875321115073225	25:0.0	26:0.0	27:0.0	28:0.012122180098871421	29:0.02367603710766029	30:0.0	31:0.0	32:0.07437825572643972	33:0.017993573600646285	34:0.0	35:0.022161648585384035	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.01876435961583669	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.03875321115073225	25:0.0	26:0.018850897220289944	27:0.0	28:0.14546616118645705	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.01842896116486448	43:0.0	44:0.0	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.07853984126548404	25:0.015473921816087628	26:0.0	27:0.0	28:0.03070952291714094	29:0.0	30:0.0	31:0.0	32:0.07065934294011773	33:0.0	34:0.015602643641153982	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.011671675404414172	43:0.0	44:0.011884094423363238	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.014367677878722007	22:0.0	23:0.0	24:0.0613592509886594	25:0.0	26:0.014923626966062871	27:0.0	28:0.02879017773481963	29:0.01874352937689773	30:0.0	31:0.0	32:0.10304487512100503	33:0.0	34:0.019503304551442478	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.0	43:0.0	44:0.0	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.02364349256228574	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.016420203289968006	22:0.0	23:0.0	24:0.05609988661820288	25:0.022105602594410894	26:0.017055573675500424	27:0.0	28:0.010967686756121763	29:0.0	30:0.0	31:0.0	32:0.10094191848588246	33:0.0	34:0.02228949091593426	35:0.0	36:0.0	37:0.0	38:0.0	39:0.03118700461758195	40:0.0	41:0.0	42:0.0	43:0.0	44:0.0	45:0.0	46:0.0	47:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.03269750792433175	19:0.0	20:0.0	21:0.014992359525622964	22:0.0	23:0.0	24:0.03201352225495273	25:0.0	26:0.0	27:0.0	28:0.060083849185710525	29:0.039116930873525704	30:0.0	31:0.0	32:0.0614429069044502	33:0.0	34:0.04070254862909735	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0	40:0.0	41:0.0	42:0.015223924440540224	43:0.0	44:0.015500992726125963	45:0.0	46:0.0	47:0.0
