-0.242,-0.005075,-0.0022616,0.022039,-0.0021422,0.020838,0.0015917,0.083916,0.010933,-0.10374,-0.010261,0.0069161,-0.0054695,0.017576,0.96024
-0.6959,0.0047002,0.0037058,-0.00041365,0.010144,-0.00039111,0.0035846,-0.00075893,-0.00027092,0.71103,-0.0013195,0.013076,0.0022964,0.0093105,-0.098692
-0.085625,-0.002117,-0.0011303,0.10287,-0.0010804,0.097263,-0.0012998,0.97355,0.0041793,-0.099459,-0.0035339,-0.0048795,-0.0021183,0.0010234,-0.12197
-0.20161,0.26513,0.014746,0.017936,0.19797,0.016959,-0.0043436,-0.045694,0.018076,-0.21052,0.82818,0.016551,0.33306,0.041767,-0.058795
-0.12418,-0.038458,-0.0071069,0.19545,-0.030019,0.1848,0.017923,-0.073463,0.1628,-0.15025,-0.099905,0.55256,-0.042999,0.72999,-0.070427
0.054674,-0.022935,-0.010609,-0.51998,-0.04045,-0.49164,0.055845,0.12257,-0.42724,0.048252,0.05991,0.52351,0.030488,0.003029,0.032408
-0.018313,0.46411,-0.065874,-0.037219,0.75652,-0.035191,0.00050411,0.0022612,-0.030057,-0.031967,-0.17267,0.031532,-0.41497,-0.0015751,-0.0067283
-0.12729,0.27249,0.66154,-0.034489,0.077666,-0.032609,-0.0059251,-0.022305,-0.025887,-0.13863,-0.39811,-0.005426,0.53125,-0.028057,-0.040807
-0.015011,0.74604,-0.017458,-0.00096341,-0.60716,-0.00091091,0.0053201,-0.0022369,-0.00059319,-0.010422,0.0096736,0.00058429,-0.27197,-0.0057416,-0.0034712
-0.090528,-0.025131,-0.015688,0.1433,-0.0060954,0.13549,0.81065,-0.048386,0.11892,-0.09728,-0.023266,0.31637,-0.021665,-0.40827,-0.033384
-0.025449,-0.23348,0.7261,-0.0053805,-0.044576,-0.0050873,-0.0048537,-0.004658,-0.0039437,-0.02508,0.29077,-0.0050029,-0.57466,-0.0043471,-0.0081027
0.60304,0.16177,0.17241,0.10945,0.095424,0.11908,0.15777,0.11905,0.083238,0.61038,0.16379,0.10081,0.16446,0.14772,0.20194
-0.012684,-0.0034025,-0.0036263,-0.63131,-0.002007,-0.091089,0.15695,0.068998,0.71925,-0.012838,-0.003445,-0.15636,-0.0034591,0.14695,-0.0042473
-0.036618,-0.0098232,-0.010469,-0.056286,-0.0057945,-0.10256,0.53656,0.0067926,-0.39995,-0.037064,-0.0099459,-0.53173,-0.0099866,0.50237,-0.012262
-0.0037462,-0.0010049,-0.0010711,-0.49315,-0.00059279,0.81257,-0.043298,-0.028479,-0.30092,-0.0037918,-0.0010175,0.040101,-0.0010217,-0.040539,-0.0012545
