-0.21781,-0.0095336,-0.0076551,-0.0027399,-0.0010579,-0.0010349,0.014247,0.0039206,-0.0032418,-0.10144,-0.01137,0.014804,0.004363,-0.0097799,-0.005112,0.97025
-0.69967,0.030648,0.020795,-0.010951,-0.0042282,-0.0041362,-0.00023521,0.0053128,0.0072576,0.70805,-0.0098944,-0.0002444,0.0059122,0.0096335,-0.021013,-0.082765
0.08523,-0.52767,-0.23825,-0.00080509,-0.00031085,-0.00030408,-0.0022698,0.0166,0.10632,0.13522,-0.29098,-0.0023585,0.018473,-0.19289,0.71051,0.024867
-0.1289,0.69627,0.24403,-0.017699,-0.0068335,-0.0066848,0.0050246,-0.011571,-0.11455,-0.14826,-0.027288,0.0052208,-0.012877,-0.081713,0.62818,-0.033999
-0.14525,-0.27268,0.042416,-0.051048,-0.01971,-0.019281,0.0074323,-0.0051577,-0.1553,-0.12698,0.62516,0.0077226,-0.0057396,0.61369,0.30061,-0.034017
-0.074798,0.10576,-0.017368,-0.031797,-0.012277,-0.01201,0.0061118,-0.014962,0.96808,-0.087509,0.17741,0.0063505,-0.01665,0.051374,0.041532,-0.019156
-0.047729,-0.183,0.64259,0.053591,0.020692,0.020241,0.0080822,-0.015416,0.10201,-0.074533,-0.56343,0.0083979,-0.017155,0.46134,-0.019763,-0.016863
-0.15002,-0.018762,-0.073273,0.85326,0.32944,0.32228,0.059825,0.02662,0.0059277,-0.13285,0.03962,0.062162,0.029623,-0.02457,0.015342,-0.046968
-0.081952,-0.032942,-0.029661,-0.097654,-0.037704,-0.036884,0.67652,-0.078663,-0.01883,-0.084799,-0.030293,0.70295,-0.087537,-0.045301,-0.020145,-0.049106
-0.1195,-0.016443,0.0016667,-0.075728,-0.029239,-0.028603,0.055811,0.651,0.0051698,-0.13643,-0.028026,0.057991,0.72445,-0.023358,-0.02199,-0.04977
-0.026892,-0.29779,0.65727,0.0069178,0.002671,0.0026129,-0.0069972,-0.0092884,0.001126,-0.020183,0.37991,-0.0072705,-0.010336,-0.57742,0.005663,-0.0068991
0.60466,0.16221,0.17288,0.14988,0.082563,0.046768,0.13369,0.13103,0.058265,0.61202,0.16423,0.12466,0.1287,0.1649,0.080305,0.20248
-0.0096389,-0.0025857,-0.0027558,0.20652,-0.050753,-0.50332,0.25802,0.56007,-0.0009288,-0.0097562,-0.002618,-0.25236,-0.50722,-0.0026287,-0.0012801,-0.0032277
-0.015067,-0.0040419,-0.0043077,-0.3209,0.9342,-0.11852,-0.031669,0.063817,-0.0014519,-0.01525,-0.0040923,0.024166,-0.063488,-0.0041091,-0.0020011,-0.0050454
-0.0035678,-0.00095708,-0.00102,0.006098,0.072754,-0.093633,0.62726,-0.35446,-0.00034379,-0.0036112,-0.00096904,-0.60518,0.31707,-0.000973,-0.00047383,-0.0011947
5.1698e-05,1.3868e-05,1.4781e-05,-0.28561,-0.027156,0.78398,0.23722,0.32819,4.9816e-06,5.2327e-05,1.4042e-05,-0.22829,-0.29489,1.4099e-05,6.866e-06,1.7312e-05
