-0.25465,-0.0028955,-0.0022918,0.060495,0.024275,-0.084126,-0.0024112,0.001966,0.022952,-0.0019558,0.96087
-0.68571,0.0013037,0.00018485,-0.0053655,-0.002153,0.71812,-0.0018042,0.0055941,-0.0020357,-0.0028854,-0.11843
-0.12069,-0.00044828,-0.00044817,0.85628,0.3436,-0.12556,-6.6355e-05,-0.0030604,0.32487,-9.4968e-05,-0.11333
-0.22893,0.59927,0.41818,-0.057294,-0.02299,-0.22953,0.48873,-0.0013229,-0.021737,0.33567,-0.071346
-0.024441,-0.45036,-0.45598,-0.0059382,-0.0023828,-0.020472,0.56022,0.02952,-0.0022529,0.52289,-0.007817
-0.07838,-0.013202,-0.0023113,-0.018584,-0.0074572,-0.087763,-0.042423,0.99089,-0.0070508,-0.031688,-0.029173
-0.042758,-0.41196,0.56256,-0.0106,-0.0042533,-0.04124,-0.41724,-0.011211,-0.0040215,0.57943,-0.013816
0.62333,0.1763,0.16853,0.13777,0.087827,0.63092,0.16011,0.13057,0.094012,0.17923,0.20873
-0.020441,0.27301,-0.30265,-0.33862,0.74198,-0.02069,-0.28752,-0.0042819,0.089735,0.27755,-0.006845
-0.005876,-0.40032,0.42329,-0.20467,0.53853,-0.0059475,0.40213,-0.0012309,-0.035289,-0.40698,-0.0019677
-0.020385,-0.047803,0.039291,-0.28946,-0.18021,-0.020633,0.037327,-0.0042702,0.93555,-0.048599,-0.0068262
