-0.15667,-0.0045048,-0.027587,-0.00050788,-0.0026478,-0.15809,-0.0055417,-0.00091408,-0.0016205,-0.00093958,0.97449
-0.096274,-0.0026295,0.99051,-0.00030784,-0.0015505,-0.097955,-0.0032421,-0.00055196,-0.00096513,-0.00056736,-0.0033655
0.70995,0.0023183,-0.00059046,0.00027875,0.0092167,-0.70413,0.0055993,-0.0042596,0.0035883,-0.0043784,-4.1806e-05
-0.19563,0.61552,-0.033195,-0.0027484,0.30783,-0.18552,0.66805,-0.0037352,0.056995,-0.0038394,-0.05492
0.015388,-0.066548,0.0037121,-0.027558,0.90184,0.022982,-0.31868,0.011223,-0.28082,0.011536,0.0061781
-0.13132,-0.46507,-0.02481,0.12358,0.26406,-0.12751,0.16669,0.1819,0.75303,0.18697,-0.041317
-0.083942,0.11158,-0.017336,-0.038388,-0.10623,-0.0957,-0.081117,0.66065,-0.23078,0.67908,-0.028874
-0.11442,0.34643,-0.022772,0.82584,-0.033856,-0.11635,-0.38279,-0.02256,0.14376,-0.02319,-0.037956
0.6214,0.17951,0.12482,0.16401,0.09833,0.62897,0.15581,0.12116,0.18249,0.13541,0.20808
0.0098877,-0.48546,0.0019861,0.52305,0.0015646,0.010008,0.4969,0.0062032,-0.49354,-0.0020048,0.003311
0.0046525,0.004198,0.00093454,-0.0018138,0.00073621,0.0047091,-0.0017231,0.71768,0.0042678,-0.69631,0.001558
