-0.56724,0.021094,-0.010987,0.75783,0.0049438,0.053215,-0.032003,-0.019478,-0.043994,0.0034287,-0.015237,0.00097452,-0.15225,0.0099389,0.033953,-0.01503,0.016804,-0.0043876,0.0087843,-0.0013271,0.021425,0.077375,0.0095864,-0.013981,0.028307,0.084913,-0.0086583,0.085157,0.049873,-0.022136,0.015596,-0.0011219,-0.017356,0.016539,-0.19956,-0.0050654,0.0054963,-0.0018464,0.04689,-0.053697,-0.0035583,-0.00033875,-0.031025,0.0087943
-0.38581,-0.037915,0.05362,-0.054158,-0.011887,-0.021069,-0.05232,0.010429,-0.0081113,-0.0085955,0.00085171,0.018555,-0.14935,-0.035804,-0.032319,0.017126,0.017044,0.049429,0.0010075,-0.0071121,0.034587,0.0040936,0.0029739,0.016574,-0.029407,-0.00040083,-0.010625,-0.38933,0.0023252,0.021996,-0.027023,0.0085375,0.0092834,-0.014991,0.80946,0.0077516,0.0035588,0.010139,-0.028031,0.0086507,-0.00040082,-3.8159e-05,0.012511,-0.014777
-0.38514,0.040324,0.027908,-0.3788,0.02668,0.033027,-0.030366,-0.028562,-0.033499,0.032206,-0.027416,-0.00083831,-0.15254,0.087927,0.045191,0.0011591,-0.0047493,0.02127,-0.016016,0.0076289,-0.013191,-0.014586,-0.0056892,-0.012526,0.035078,-0.020869,-0.0079476,0.7913,-0.034993,-0.017145,0.086918,0.0058979,-0.0027219,0.023324,0.15569,0.0083138,-0.0049948,0.015066,0.044444,-0.0060908,-0.0017369,-0.00016535,-0.0014086,0.028331
-0.50992,-0.0113,-0.015612,-0.24716,-0.0046524,-0.017231,0.45757,0.0015621,0.13423,-0.00052551,0.049106,0.0040073,0.57707,0.0026917,-0.018017,-0.039898,0.01061,0.0039503,0.0047796,0.0029111,-0.037156,-0.019787,0.00064565,0.075071,-0.038359,-0.052936,0.019723,-0.18286,-0.044156,0.011757,-0.021875,-0.0043516,-0.016853,-0.0405,-0.21474,0.060909,-0.012342,-0.0088313,0.0073544,0.10714,0.012493,0.0011894,0.038461,0.0066331
0.12969,0.026394,0.045116,0.051135,-0.014276,0.00058291,0.80803,-0.0137,-0.079665,-0.022339,0.049585,-0.01971,-0.43778,0.017493,-0.020888,0.00039186,-0.057073,-0.081845,0.050585,-0.01284,-0.085644,-0.070902,0.017234,0.020719,-0.034882,-0.064227,-0.0066345,0.017281,-0.035642,-0.09989,-0.042505,-0.0031794,0.04991,-0.020131,0.056665,0.043289,-0.0035748,-0.064809,0.030935,-0.24232,-0.015327,-0.0014591,-0.074907,0.014174
0.18005,0.0087108,0.044885,0.28983,0.0050681,0.038364,0.07255,-0.12203,-0.18675,-0.024565,-0.25132,-0.05256,0.49541,0.0024007,0.021222,0.0076296,-0.074745,-0.2841,-0.13118,0.016014,-0.29891,-0.13324,0.0055376,-0.088321,0.018437,-0.0041925,-0.018868,0.22768,0.10792,-0.28489,0.011061,0.012607,-0.056321,-0.10054,0.35071,0.077035,0.0049151,-0.031698,-0.053488,-0.027451,0.025115,0.002391,-0.02483,-0.0064068
-0.062032,0.06707,-0.088907,-0.09656,0.014231,0.15745,0.0081844,-0.25626,-0.16146,0.007423,-0.092625,0.023135,-0.1768,0.059295,0.053424,-0.094137,0.050968,-0.26726,-0.048999,-0.012078,0.10039,-0.14648,-0.008202,0.029934,0.021804,0.20058,0.0077735,-0.11527,0.014285,-0.25822,0.01435,-0.0043997,0.41286,-0.020217,-0.10633,0.03969,0.025424,0.2933,-0.18572,0.28639,-0.016859,-0.001605,0.42121,0.084221
-0.006179,0.3497,-0.075834,-0.11252,-0.067841,-0.087224,0.056592,0.012293,0.14067,-0.1117,-0.090339,0.014439,-0.035808,0.023563,0.38838,0.017119,0.12962,-0.041033,0.031591,0.014012,0.002963,0.30988,-0.020058,-0.12371,0.2133,0.41128,0.00082042,-0.05359,0.066105,-0.16172,-0.14184,0.00035296,-0.17947,-0.15025,0.0032072,-0.11083,-0.0092163,-0.049866,-0.24988,0.025267,0.0043379,0.00041297,-0.27812,0.20103
0.063051,-0.14419,-0.34522,0.083543,0.042176,-0.20552,0.14296,0.11891,0.062825,-0.13184,-0.13385,-0.14929,-0.028927,-0.15879,-0.16547,-0.15486,0.17192,-0.12377,0.058931,0.0039368,0.34322,0.11844,-0.035275,-0.2377,0.0010882,-0.1059,-0.0015787,0.1171,-0.050696,-0.039696,-0.019017,-0.004739,-0.053012,0.058119,0.088408,0.21483,-0.016744,0.17809,0.074378,0.43455,-0.0054383,-0.00051773,-0.22821,-0.15972
-0.011401,0.13974,-0.2983,0.021469,0.015887,0.27515,-0.0037613,0.217,-0.0031144,-0.084391,0.0069426,-0.17827,-0.001488,0.13524,0.10944,-0.20227,-0.14343,-0.23994,-0.079052,0.0056099,0.010825,-0.42053,0.05353,0.060175,-0.065155,0.072306,0.031585,-0.0029874,0.053774,0.51662,-0.063566,0.024797,-0.064397,0.11483,0.046037,0.030165,0.0036757,-0.016391,-0.14414,0.0037072,-0.0087126,-0.00082945,-0.14981,0.20236
