-0.013127,0.0043101,0.0068945,-0.0098804,0.98438,-0.0043808,-0.0037533,-0.0060877,-0.17134,0.0076416,-0.0055704,-0.0043559,-0.0013229,-0.0013229,-0.0014626,-0.002199,-0.015472,-0.00028962,0.0076416,0.0076416,-0.02529,-0.0073366,-0.00026131,-0.0016425,0.0062833,-0.0010226,-0.0016425,-0.00029115,-0.003276,-0.00035251,-0.0026755
0.014833,-0.0032001,-0.0051189,0.003631,0.11852,0.012811,0.010976,-0.0080353,0.76594,-0.0056736,0.016018,0.018838,-0.0042256,-0.0042256,-0.00087204,0.002614,0.05262,-0.0087363,-0.0056736,-0.0056736,-0.62779,-0.018105,-0.0078822,-0.0016992,-0.013722,-0.0032664,-0.0016992,-0.0087824,-0.015113,-0.0049609,-0.0053456
0.70474,0.021038,0.033653,0.27043,-0.022184,0.18677,0.16002,0.14449,-0.20843,0.037299,-0.0014597,-0.0062045,0.043451,0.043451,0.0036899,-0.0033645,0.30903,0.0030479,0.037299,0.037299,-0.22926,0.22606,0.0027499,0.044161,0.16686,0.033588,0.044161,0.003064,0.22606,0.076815,0.079047
0.4534,-0.065662,-0.10503,-0.039404,0.025888,0.21212,0.18174,-0.35303,0.10367,-0.11641,-0.085348,-0.020597,-0.16063,-0.16063,-0.05953,-0.00197,-0.0063319,-0.0067819,-0.11641,-0.11641,0.18364,-0.36739,-0.0061189,-0.15223,-0.13267,-0.12417,-0.15223,-0.0068176,-0.36301,-0.015935,-0.28228
-0.016839,0.23495,0.37582,-0.1151,-0.023724,0.0016942,0.0014516,-0.1663,-0.01906,0.41655,-0.028863,0.0035666,-0.047028,-0.047028,-0.028605,-0.0033165,0.089035,-0.010473,0.41655,0.41655,-0.031607,-0.18946,-0.0094489,-0.066916,0.37609,-0.036353,-0.066916,-0.010528,-0.1655,0.00015217,-0.1028
-0.042309,-0.0089594,-0.014332,-0.14908,-0.0028758,0.10207,0.08745,-0.19749,-0.043154,-0.015884,-0.031057,0.035017,0.40152,0.40152,-0.055862,-0.00020717,0.38231,-0.019509,-0.015884,-0.015884,-0.0090638,-0.22697,-0.017602,0.065087,-0.13778,0.31037,0.065087,-0.019612,-0.28868,-0.071187,0.42099
-0.0050313,-0.0061695,-0.0098688,-0.082727,-0.0067293,0.02839,0.024323,0.24656,-0.075153,-0.010938,0.67316,0.45149,0.049674,0.049674,0.23701,-0.010244,0.10618,-0.0084415,-0.010938,-0.010938,-0.049084,0.031543,-0.0076162,-0.2419,-0.027421,0.038398,-0.2419,-0.008486,-0.20551,-0.010122,-0.17343
-0.024657,0.0026151,0.0041832,-0.01362,5.2658e-05,0.054392,0.046601,-0.30156,-0.02172,0.0046365,0.32394,0.35626,-0.24175,-0.24175,0.0022324,-0.011399,0.10314,-0.018123,0.0046365,0.0046365,0.0093164,-0.18669,-0.016352,0.44854,-0.048289,-0.18687,0.44854,-0.018219,0.17843,-0.030259,0.18658
-0.29812,0.047634,0.076196,0.18412,-0.015643,0.50275,0.43074,0.16531,-0.084725,0.084452,-0.025323,-0.16171,-0.084175,-0.084175,0.10752,0.14773,0.0045873,0.20672,0.084452,0.084452,-0.10208,0.081898,0.18651,0.048004,-0.29865,-0.065068,0.048004,0.20781,-0.12921,-0.21616,-0.032635
0.023603,-0.0081816,-0.013087,0.36703,-0.010481,-0.33285,-0.28517,-0.21627,-0.065282,-0.014505,-0.0058812,0.1603,0.0057783,0.0057783,-0.1342,0.30196,0.097677,0.39284,-0.014505,-0.014505,-0.084648,0.021751,0.35444,-0.030551,-0.0065728,0.0044666,-0.030551,0.39491,-0.17349,0.0037567,-0.022351
0.21288,0.020003,0.031997,0.11222,-0.00033861,-0.22813,-0.19545,0.10537,0.0043704,0.035464,0.20174,-0.4708,-0.030667,-0.030667,0.55863,-0.047553,-0.12712,-0.018735,0.035464,0.035464,-0.0081054,-0.079555,-0.016904,0.18928,-0.081909,-0.023705,0.18928,-0.018834,-0.36012,-0.065685,0.14311
-0.13217,0.024523,0.039227,0.35551,0.0054899,-0.19419,-0.16638,0.17532,-0.017484,0.043478,-0.14593,0.028899,-0.13868,-0.13868,-0.15336,-0.11823,0.53413,-0.23809,0.043478,0.043478,0.034812,-0.007847,-0.21481,-0.025127,-0.33455,-0.1072,-0.025127,-0.23934,-0.11876,-0.21554,-0.1478
-0.1285,-0.057004,-0.091185,-0.38588,-0.0031903,-0.030766,-0.026359,0.13111,-0.038424,-0.10107,-0.017692,-0.28126,-0.11983,-0.11983,0.21049,0.35128,0.55671,0.084723,-0.10107,-0.10107,-0.016936,-0.20508,0.07644,-0.020509,0.1886,-0.092631,-0.020509,0.085169,0.19133,0.16134,-0.12662
0.23769,0.064148,0.10261,-0.11203,0.0040091,-0.11196,-0.095926,0.18053,0.031067,0.11373,0.026013,0.02083,0.084935,0.084935,0.0064372,0.11513,-0.14712,0.077689,0.11373,0.11373,0.031626,-0.45729,0.070094,-0.08687,-0.43119,0.065655,-0.08687,0.078098,0.49444,-0.30782,-0.0017464
0.061054,0.015848,0.02535,0.01423,-0.0018298,0.0071378,0.0061154,-0.084851,-0.011353,0.028097,0.016294,0.052319,0.021037,0.021037,-0.027561,0.84544,-0.17016,-0.2604,0.028097,0.028097,-0.012721,0.17189,-0.23494,0.01594,-0.063902,0.016261,0.01594,-0.26177,-0.084583,-0.051469,0.033361
