-0.10495,-0.0082949,-0.016001,0.0061816,-0.0036679,0.006832,0.00034739,0.007565,0.046216,0.00063339,-0.21794,-0.0071653,0.00064953,-0.01209,0.00066764,0.006259,-0.001142,0.96883
0.70804,0.01295,0.036891,0.0025001,-0.0026337,0.0027631,-0.0059044,0.0030596,0.018692,-0.007236,-0.69943,0.013664,-0.0033977,0.027218,-0.0034925,0.0025314,0.0077538,-0.080434
-0.13419,-0.0050221,-0.011672,0.12611,-0.00099194,0.13938,-0.0011176,0.15433,0.94282,-0.0014751,-0.099713,-0.0049205,-0.00087141,-0.0084727,-0.00089572,0.12769,-0.0012067,-0.086141
-0.25927,0.35331,0.7046,-0.005718,0.2323,-0.0063196,-0.01015,-0.0069977,-0.04275,-0.012583,-0.19497,0.12327,-0.0061518,0.44555,-0.0063233,-0.0057897,0.034939,-0.04766
-0.07049,-0.26193,-0.45377,-0.0020179,0.067766,-0.0022302,0.00061245,-0.0024695,-0.015087,0.00027731,-0.061696,0.49852,-0.0006723,0.67229,-0.00069105,-0.0020432,0.10508,-0.018014
-0.053729,0.64682,-0.39512,-0.0023344,0.49376,-0.00258,0.0050158,-0.0028568,-0.017453,0.005063,-0.06931,0.29549,0.0005391,-0.28873,0.00055413,-0.0023637,-0.050057,-0.02111
-0.12991,-0.03183,-0.023012,-0.0045514,-0.020126,-0.0050303,0.68286,-0.00557,-0.034028,0.69026,-0.14423,-0.039611,0.075504,-0.02776,0.077611,-0.0046084,0.0098161,-0.046914
0.053481,-0.20872,-0.13324,0.0011344,0.69066,0.0012538,-0.0011309,0.0013883,0.0084812,4.7599e-05,0.03622,-0.62798,0.0024532,0.24359,0.0025216,0.0011486,-0.059984,0.010451
-0.029758,0.51424,-0.2884,-0.00099543,-0.42076,-0.0011002,-0.095962,-0.0012182,-0.0074422,0.017262,-0.028446,-0.45067,0.2368,0.35472,0.2434,-0.0010079,0.14045,-0.010235
-0.090087,-0.22507,0.089956,-0.0031635,0.1548,-0.0034963,-0.23947,-0.0038714,-0.023651,0.055501,-0.096527,0.14687,0.61783,-0.17429,0.63506,-0.0032031,0.029,-0.031962
-0.029879,-0.044491,0.01969,-0.0009773,0.10037,-0.0010801,0.0055665,-0.001196,-0.0073066,-0.023444,-0.024359,-0.034214,-0.06233,-0.14739,-0.064068,-0.00098954,0.97697,-0.0088556
0.50844,0.13639,0.14537,-0.21152,0.080456,0.0095935,0.1036,-0.42241,0.26233,0.12268,0.51463,0.1381,0.10921,0.13866,0.09768,-0.13874,0.067527,0.17026
0.32623,0.087513,0.09327,0.37229,0.051622,0.032808,0.049669,0.70655,-0.11024,0.096214,0.3302,0.088606,0.0519,0.088969,0.072485,0.25541,0.043326,0.10924
0.003883,0.0010416,0.0011102,-0.36254,0.00061444,-0.2019,-0.56892,0.2575,0.063677,0.59453,0.0039303,0.0010547,-0.18924,0.001059,-0.081048,-0.19465,0.0005157,0.0013003
0.00046553,0.00012488,0.0001331,0.029849,7.3665e-05,0.7975,-0.25393,-0.20942,-0.13635,0.26479,0.0004712,0.00012644,0.061815,0.00012696,-0.17887,0.36089,6.1827e-05,0.00015589
0.00058475,0.00015686,0.00016718,0.59373,9.253e-05,-0.36558,-0.20871,-0.29033,0.021643,0.21772,0.00059187,0.00015882,0.36499,0.00015947,-0.45262,0.0050096,7.766e-05,0.00019581
-0.0014843,-0.00039817,-0.00042436,-0.31,-0.00023487,0.22377,0.13737,0.32234,0.010613,-0.14381,-0.0015023,-0.00040314,0.55897,-0.00040479,-0.47994,-0.40923,-0.00019713,-0.00049703
0.00055984,0.00015018,0.00016006,-0.46871,8.8589e-05,-0.34462,0.056291,0.00019396,0.012107,-0.058397,0.00056666,0.00015206,0.22947,0.00015268,-0.19672,0.75064,7.4353e-05,0.00018747
