0.0073341,0.024982,-0.00038483,0.0094247,0.98261,0.0069886,0.0096457,-0.00094166,-0.15757,-0.00050997,-0.038119,0.044065,0.073068
-0.0025303,-0.0011471,0.00066826,-0.00046967,-0.066904,-0.0024111,-0.00021432,0.0031611,-0.61021,0.0023574,0.78939,-0.0018306,-0.002233
-0.061551,-0.20713,0.00016571,0.022667,-0.074758,-0.058653,0.17057,0.00043422,-0.039652,0.00024731,-0.034892,0.0064699,0.9549
-0.28248,0.66581,0.0010487,-0.028362,-0.053906,-0.26918,0.030379,0.0027297,-0.030762,0.0015475,-0.027421,0.62388,0.094199
0.65135,0.28117,0.0023161,-0.096592,-0.061566,0.62067,0.064654,0.0086104,-0.14162,0.0059079,-0.10956,0.22048,0.11564
-0.028837,-0.035239,0.21823,0.049398,-0.032083,-0.027479,-0.026441,0.77994,-0.18887,0.52642,-0.15388,-0.0040654,-0.024119
0.065017,-0.22651,-0.014073,0.82349,-0.022396,0.061955,-0.36516,-0.054852,-0.038653,-0.038341,-0.03017,0.34865,-0.0022423
-0.0062625,-0.0030656,0.76472,-0.0038094,-0.0074452,-0.0059675,0.00070788,0.18279,-0.044463,-0.61513,-0.034619,-0.0064812,-0.005178
0.10271,0.0691,0.10833,0.046018,0.12693,0.10313,-0.0094735,0.20709,0.73532,0.10467,0.57915,0.077627,0.08951
-0.064315,-0.02141,0.5851,-0.079773,-0.0012801,0.065367,-0.14498,-0.5484,-0.0074154,0.56535,-0.0058405,0.021285,0.022252
-0.072952,-0.55699,0.018681,-0.18661,0.0030098,0.081559,0.49252,-0.010105,0.017436,0.01805,0.013733,0.597,-0.20664
0.055253,0.24316,0.10293,0.51037,-0.00078768,-0.059293,0.75336,-0.097842,-0.004563,0.099459,-0.0035938,-0.26,-0.092642
-0.68113,0.083456,-0.048418,0.069859,-0.00076871,0.71352,0.020798,0.043258,-0.0044531,-0.046784,-0.0035073,-0.089831,0.012887
