"d3d3d4","d3d3d2","d3d3d3","d5d4d4","d3d2d2","d5d5d6","d5d5d4","d5d5d5","d2d3d2","d6d5d5","d6d6d6","d2d3d3","d6d6d5","d4d6d5","d2d2d1","d2d2d3","d2d2d2","d4d5d5","d6d2d2","d2d1d1","d4d4d4","d4d4d5","d5d6d6","d5d6d5","d1d2d2","d4d4d3","d1d2d1","d1d1d2","d4d3d3","d3d4d4","d1d1d1"
"6.5355e-06","1.0011e-08","0.98577","0.00014157","0.00094774","4.5159e-88","1.6369e-81","4.1623e-24","2.2438e-14","1.8712e-84","8.8659e-64","0.011668","1.8581e-90","9.4519e-82","1.3103e-15","0.0013711","6.4899e-06","2.3299e-17","5.9457e-59","2.9125e-30","1.7058e-19","4.4437e-13","1.7626e-84","2.5951e-81","7.1159e-25","9.1825e-05","3.8958e-32","6.2538e-34","6.9637e-11","1.3214e-06","2.1267e-25"
"0.0075156","0.012348","3.2802e-06","0.0071277","0.023277","0.0092609","0.0089423","0.22226","0.003087","0.016608","0.089522","0.010318","0.0061739","0.003087","0.012348","0.0041215","0.36425","0.0092609","0.003087","0.015435","5.1677e-12","0.0012878","0.016697","0.003087","0.0092609","0.0072978","0.003087","0.003087","0.0028013","0.0018809","0.12348"
"0.0043712","9.0518e-93","1.2389e-12","0.0027678","7.6894e-35","5.0951e-22","0.0035881","5.8786e-09","1.1018e-90","0.0010575","1.2714e-18","2.1498e-36","2.4e-30","1.8377e-11","1.5172e-90","1.8953e-93","3.2226e-35","4.9758e-13","2.9627e-97","1.1199e-91","0.96561","0.0044064","0.0010085","9.0201e-12","2.7924e-95","0.004421","1.3929e-97","3.5759e-93","0.0035699","0.0091956","1.037e-90"
