"d9d10d9","d6d6d6","d8d9d9","d6d6d7","d6d7d7","d8d8d8","d7d7d8","d8d8d7","d9d8d8","d7d6d6","d7d7d6","d7d7d7"
"0.0057805","3.5642e-117","0.0057805","5.6788e-201","1.3081e-114","0.017341","0.0057805","0.0057805","0.0057805","5.8736e-148","1.0594e-113","0.95376"
"2.5481e-299","0.31126","1.1984e-298","0.018613","0.055838","1.6187e-298","4.369e-299","4.1903e-299","1.6643e-299","0.055838","0.018613","0.53984"
"3.2131e-86","1","1.5219e-86","3.1094e-77","1.8965e-38","2.4778e-86","1.9534e-86","2.4648e-86","9.2241e-87","3.036e-40","1.1372e-80","1.288e-41"
