"d9d9d9","d9d9d8","d9d10d9","d8d10d10","d8d9d9","d6d7d7","d9d10d10","d10d9d9","d7d6d6","d8d7d7","d6d6d6","d6d6d7","d7d8d8","d9d9d10","d8d8d8","d7d7d8","d9d8d8","d8d8d7","d7d7d6","d7d7d7"
"0.038445","0.0096113","0.0096113","0.0096113","0.019223","2.0677e-59","0.0096113","0.028834","8.4388e-49","0.048057","7.3971e-55","2.5194e-49","0.028834","0.0096113","0.55746","0.028834","0.019223","0.0096113","1.7712e-77","0.17343"
"7.2634e-73","5.2799e-74","1.0372e-73","2.5703e-74","3.7581e-74","0.005326","2.4276e-73","3.7828e-73","0.0027378","1.9267e-72","0.99025","1.9753e-07","2.4527e-73","1.4337e-73","2.5542e-72","1.3026e-69","2.6437e-73","1.325e-74","0.0016839","3.1825e-09"
"4.8155e-57","8.9755e-59","1.8283e-66","1.2086e-56","2.5148e-59","0.014857","5.0255e-66","2.8059e-58","0.014764","1.1666e-17","3.6424e-05","0.01488","1.7888e-53","3.3913e-57","1.6397e-23","1.6141e-14","7.4596e-59","5.1212e-42","0.016241","0.93922"
