"d10d10d11","d9d9d9","d9d9d8","d10d10d10","d11d10d10","d10d9d9","d8d13d13","d11d12d12","d11d12d11","d8d7d7","d4d1d7","d6d5d4","d6d6d6","d6d6d7","d9d9d10","d8d9d9","d13d12d12","d8d9d10","d9d10d10","d13d10d10","d12d12d10","d12d12d12","d13d13d13","d12d12d11","d7d6d6","d12d12d13","d12d11d11","d12d11d12","d7d8d8","d7d8d7","d11d11d10","d8d8d8","d10d11d12","d8d8d9","d11d11d12","d7d7d8","d10d11d10","d10d11d11","d11d11d11","d9d8d8","d8d8d7","d10d10d9","d7d7d6","d7d7d7"
"0.028885","0.00022843","0.020395","4.4007e-09","0.00019275","0.028429","0.0020398","0.032513","3.3337e-101","0.012239","0.0020398","0.0020398","0.0061195","0.0029708","0.018301","0.042835","0.00016844","0.0020398","0.040607","0.0020398","0.0020398","0.27961","0.00056645","0.010013","2.197e-15","0.0014901","0.014804","8.4587e-31","0.014279","0.0020398","6.4517e-07","0.20585","0.0020398","0.016554","0.020794","0.018358","3.7978e-98","0.022525","1.4914e-05","0.040513","0.020398","0.018753","0.0040797","0.061195"
"5.2104e-07","1.8271e-20","1.7441e-11","2.2798e-07","0.0011654","6.2719e-10","2.2481e-41","3.2604e-05","0.0016903","1.3671e-32","4.8501e-84","1.0811e-83","1.7791e-82","0.00091882","6.1382e-12","1.2609e-11","8.3964e-64","1.1124e-82","3.5393e-09","2.707e-40","2.6578e-30","8.1547e-11","3.6365e-64","0.00015384","0.0016903","2.1555e-63","0.0046351","0.0033806","3.1835e-14","1.5847e-53","0.0053301","3.3345e-15","6.5257e-83","0.00021425","5.9786e-29","1.6873e-13","6.2956e-12","0.0011438","0.97964","5.0758e-09","1.0528e-09","2.0297e-09","1.1728e-82","2.1095e-12"
"0.02184","0.3573","5.2412e-06","0.40556","0.035817","0.00020204","1.1657e-41","0.0065201","2.3266e-24","1.4183e-26","2.0958e-27","1.9642e-27","2.5846e-31","1.6922e-64","0.016057","1.8029e-06","0.0029297","1.5702e-19","0.016264","7.7056e-41","2.8539e-45","0.0029506","0.0023066","1.7456e-16","3.0212e-77","0.00086066","5.4314e-07","2.1618e-74","4.9677e-31","2.1718e-41","0.034636","0.0002721","5.5141e-69","0.0024205","0.0057674","8.5944e-27","0.0031934","0.048797","0.0077379","0.00044466","1.6577e-31","0.028123","1.8094e-35","7.1941e-31"
