"d5d4d5","d9d9d6","d5d5d10","d5d5d8","d8d10d9","d5d5d6","d5d5d7","d8d7d6","d5d5d4","d5d5d5","d6d5d10","d6d5d7","d6d5d6","d6d5d5","d10d7d7","d6d6d6","d6d6d7","d6d6d5","d10d8d6","d10d8d7","d10d5d5","d5d10d5","d4d5d5","d5d10d10","d6d7d7","d5d10d8","d6d9d9","d6d7d6","d6d7d5","d4d8d8","d7d6d5","d5d7d5","d7d6d6","d5d6d6","d8d6d6","d5d6d5","d5d6d7","d7d5d5","d7d5d7","d7d5d6","d7d7d8","d9d8d7","d8d8d7","d7d7d6","d7d7d7"
"3.9692e-41","0.00090317","1.173e-32","2.8214e-26","1.1875e-49","0.00066515","6.818e-09","2.9802e-26","1.026e-22","1.3989e-16","6.5338e-09","1.2145e-25","0.0015555","0.0030723","7.9996e-41","0.99159","6.7308e-18","1.6665e-07","1.6609e-28","3.5949e-21","1.7095e-18","1.3933e-27","9.3144e-35","3.8391e-33","2.8321e-19","3.6196e-32","0.00090317","2.6983e-15","2.866e-32","1.5949e-25","7.0634e-20","1.9032e-41","6.4134e-11","0.00040593","3.1338e-32","5.3462e-11","0.00090317","1.1383e-15","3.6518e-33","6.6373e-07","8.8237e-49","4.2642e-47","3.9428e-27","2.2715e-22","1.4373e-26"
"6.3597e-82","7.7557e-75","1.3805e-12","0.0095493","2.0445e-33","5.7748e-16","0.038197","1.6998e-80","0.0074227","6.7619e-07","0.0095455","1.7279e-80","0.035118","0.015278","6.1626e-83","0.0076622","0.085944","0.02788","0.0080133","0.0095493","0.019099","0.0095493","0.0095493","0.0095493","2.4224e-05","0.0095493","2.5476e-71","0.038197","0.0095493","2.2883e-80","8.5191e-15","7.6348e-83","0.095486","0.034811","0.0095493","0.011394","1.0678e-23","0.0064729","0.0095493","0.0095423","1.686e-33","1.9251e-31","0.0095493","0.024701","0.42972"
"0.0054625","8.753e-85","0.010925","3.1227e-42","0.0054625","0.10523","3.1319e-10","0.0054625","0.006679","0.50255","2.1077e-06","0.0054625","0.014203","0.087392","0.0054625","0.0016015","2.7879e-12","0.076914","0.00087863","5.8454e-49","1.4666e-13","1.0971e-23","7.3917e-20","3.0352e-20","0.027299","4.9972e-65","1.4841e-83","2.5428e-11","1.1949e-64","0.0054625","0.0054625","0.0054625","3.9281e-06","0.075957","4.4609e-65","0.015332","6.2098e-20","0.012685","3.6171e-18","7.4609e-52","0.0054625","0.0054625","4.9721e-43","0.0077205","8.6982e-14"
