"d12d11d11","d13d12d12","d13d12d13","d11d12d12","d12d12d12","d13d13d13","d11d11d12","d11d11d11","d12d12d11","d12d13d13","d13d13d12","d12d12d13"
"1.0037e-27","0.0026887","0.0013444","1.8755e-20","0.86019","0.12637","1.6399e-24","5.4519e-32","9.7919e-51","0.0040331","0.0026887","0.0026887"
"1.2907e-12","2.5982e-193","5.5776e-188","7.6385e-10","4.1955e-10","6.8873e-187","4.3224e-07","0.99941","0.00059136","2.9579e-188","3.863e-189","7.2519e-196"
"0.032495","6.1548e-88","8.3557e-193","0.024371","0.7927","1.472e-102","0.040618","0.082356","0.02746","1.161e-138","4.2249e-90","1.0997e-86"
