-0.097299,-0.15262,0.0034797,0.06182,-0.10991,0.14529,-0.026897,0.048072,-0.027261,0.13701,-0.0508,0.17906,-0.04665,0.066494,-0.13574,0.09857,-0.13686,0.17499,-0.051584,0.17193,-0.098003,0.18989,-0.04245,0.080215,-0.47229,-0.025321,0.022348,0.059361,-0.045349,-0.012047,-0.074765,-0.047543,0.18921,0.088978,0.069942,0.05739,0.12767,0.026416,-0.13891,-0.13092,-0.057227,-0.037127,-0.055582,-0.0074534,-0.048596,-0.088842,-0.024259,-0.15557,-0.011033,-0.04597,-0.11898,-0.025155,-0.040759,-0.015899,-0.031986,-0.037812,-0.54357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.092057,-0.16347,0.056876,-0.068843,-0.064038,0.016037,-0.095474,0.078013,-0.043854,0.18126,0.06522,0.12804,-0.05628,-0.085552,0.16082,0.12312,-0.064161,0.10232,-0.06312,0.095685,0.15455,-0.027805,0.06476,-0.045529,0.023579,-0.020086,0.19081,0.050869,0.026137,-0.031621,0.058884,-0.011012,0.085491,0.012821,-0.050529,-0.17417,0.093991,-0.037462,0.00414,-0.072974,-0.040537,0.0044426,0.037067,-0.010077,0.0060378,-0.02023,0.045584,0.026333,0.054022,0.14054,0.070774,-0.0088279,0.088412,0.00066722,0.15948,0.11653,0.15054,0.55913,-0.20429,0.36005,-0.16915,0.011786,0.092156,-0.14371,-0.01711,-0.06764,-0.020351,0.0065871,0.023683,-0.019083,0.027753,0.064962,0.052626,0.01682,0.046839,0.066476,0.0079119,0.014076,-0.031585,-0.05344
-0.12426,0.035726,-0.19429,0.056136,-0.024572,-0.15232,0.1425,0.011507,-0.012385,0.042572,-0.14249,-0.038549,0.054572,-0.155,-0.053054,-0.094236,0.0141,0.15008,0.15189,0.041499,0.11319,0.076896,-0.041774,-0.10166,-0.026125,0.025081,0.013049,0.070251,0.057394,0.11265,-0.048357,0.14767,-0.037231,0.022986,-0.064912,-0.1446,0.14836,0.099905,-0.072725,0.32167,-0.17895,0.0722,0.079134,0.06718,0.078974,-0.12463,0.30073,0.19402,-0.13864,-0.086521,-0.0922,-0.07999,0.21506,-0.10161,0.069639,-0.03725,-0.068954,-0.30228,-0.15985,0.13638,-0.11018,0.096482,0.1086,-0.18987,0.09087,-0.044172,-0.028695,0.044713,0.0031997,-0.079912,-0.031984,0.0093303,-0.021707,0.021051,0.01208,0.076998,-9.7297e-005,-0.015432,-0.056099,-0.016443
-0.10533,0.096054,0.16236,0.20225,-0.023744,0.025918,-0.13917,0.19915,-0.0032116,-0.046804,-0.13402,-0.14613,-0.025269,-0.090799,0.019283,0.035345,0.078536,-0.0046388,0.061887,-0.034621,-0.075957,-0.06762,0.059197,0.052116,-0.071556,0.050309,0.067705,-0.073377,0.013323,0.11259,-0.2203,0.044658,-0.08683,0.031981,0.0025136,0.12925,0.032538,-0.037925,0.054364,-0.074722,-0.23559,0.021248,0.24584,0.16766,-0.2295,-0.19743,0.038483,0.09925,0.10412,-0.018484,0.069135,-0.034133,-0.053306,0.079793,0.062804,0.097071,0.024574,0.17759,0.29958,-0.19856,-0.1676,0.14594,0.11712,-0.10728,0.20905,0.053523,0.10776,0.040544,-0.1682,-0.01593,0.056571,-0.021164,-0.12066,0.036754,-0.016772,-0.12488,-0.067653,0.049114,0.0043445,-0.03344
-0.12682,0.059804,-0.16974,-0.022041,-0.055574,-0.13599,0.020016,-0.057149,0.097059,0.067663,-0.065031,-0.065595,0.022395,0.098989,-0.12213,-0.039802,-0.055984,0.024178,-0.045105,0.024112,0.17215,0.068252,0.08459,-0.081092,-0.14357,0.0095485,0.30934,0.15249,-0.29572,0.03174,0.02786,0.11161,-0.3379,-0.0084832,-0.13954,-0.04783,-0.29653,0.0072451,0.087794,0.017252,-0.022738,0.063483,-0.051823,-0.18729,-0.10726,-0.11876,-0.059419,-0.019881,-0.051533,-0.1642,0.066193,-0.0068758,-0.18111,0.178,0.10082,-0.10615,-0.010699,0.14663,-0.060666,-0.15927,0.023816,-0.021008,0.048132,0.062562,0.0031121,-0.072435,-0.070771,0.097941,0.08712,0.064719,-0.074018,0.055987,-0.016285,-0.14148,-0.12415,0.00056357,0.13404,-0.050055,-0.035552,0.037246
-0.12526,0.041439,-0.16542,0.020421,-0.097008,0.080389,0.018642,-0.089635,-0.0056433,0.21055,-0.11472,-0.31898,0.11979,-0.020575,0.015881,-0.013751,-0.046544,0.24182,0.12111,0.064424,0.036613,0.090921,-0.00074816,-0.2025,0.10697,0.039033,-0.033841,0.13936,0.053503,0.014016,-0.18642,0.16218,0.019708,0.029706,0.020839,0.13759,-0.21476,0.084381,-0.12856,-0.11972,0.10416,0.010512,-0.1244,0.15482,0.073577,0.20108,-0.1996,-0.22753,0.015675,0.13982,-0.1565,-0.044125,0.072795,-0.10734,0.079839,0.075933,0.093211,0.053759,0.069316,0.039758,-0.096571,-0.10001,-0.070732,0.034915,0.042746,0.081688,0.089372,-0.096899,-0.1306,-0.02196,-0.033505,-0.049124,-0.17154,0.11848,-0.11452,0.058513,0.0010649,-0.014389,0.097343,-0.019935
-0.10651,0.097623,0.12785,0.13851,-0.064629,-0.22514,-0.033202,0.057385,0.24334,-0.0033119,0.063263,0.1013,-0.10973,0.053959,0.21259,-0.12218,-0.12816,0.27228,0.10395,-0.1586,0.0059785,-0.02139,0.31671,0.091662,-0.040285,-0.036981,0.12185,-0.093414,-0.019759,0.18674,-0.15393,-0.0104,-0.023109,0.094023,0.15487,0.043862,0.14583,0.0099498,0.17292,-0.020579,0.27477,0.034998,0.06736,0.052984,0.12988,0.011405,-0.1104,-0.092069,-0.23105,0.00059936,0.058306,0.021646,0.0085461,0.063236,0.0039823,-0.038511,0.011393,-0.083414,-0.17016,0.0012878,0.015565,0.010312,-0.072154,0.02596,-0.057815,0.044115,-0.019723,-0.072385,0.091182,0.069992,-0.046859,0.012638,-0.055919,0.10343,0.034888,-0.13182,-0.19864,-0.002066,-0.046625,0.0095288
-0.10048,0.10718,0.16864,0.17444,-0.059644,0.039612,-0.024897,0.23586,-0.047644,-0.00083778,-0.065422,-0.17923,0.15485,-0.035956,-0.0029332,0.076866,0.092965,-0.03025,0.061421,-0.011152,-0.038912,0.048556,-0.055657,-0.028645,0.021041,0.068333,-0.084437,-0.036776,-0.07571,-0.036408,-0.10697,-0.2435,0.0097137,0.20806,0.0053617,-0.14883,-0.11937,0.066577,0.0016433,-0.025402,0.019739,0.082332,-0.055591,-0.11284,-0.09967,-0.3032,-0.13065,0.18317,0.071015,0.1059,-0.16514,-0.029536,0.01656,-0.060671,0.0075035,-0.012255,0.038342,-0.043033,-0.27525,0.20696,0.28559,-0.10952,-0.054764,0.17889,-0.02179,-0.050943,-0.07136,-0.089386,0.01491,0.1042,0.14703,-0.14127,-0.12231,-0.12298,0.023573,-0.04405,0.021449,-0.056902,-0.070778,-0.07862
-0.092248,-0.16354,0.046131,0.10268,0.15289,-0.061451,-0.016004,-0.010505,-0.023506,0.0043774,-0.014348,-0.13597,0.12251,0.044072,-0.031891,-0.051504,-0.009773,-0.082713,-0.11948,-0.13502,0.052039,-0.025302,-0.16004,0.0080725,0.15916,0.018231,0.0035966,-0.0096084,-0.0097661,0.016482,-0.15373,0.022448,0.027637,0.17188,0.21227,0.17509,-0.04228,0.05112,-0.18465,-0.16672,-0.0926,-0.088426,0.12206,-0.13522,0.042749,0.087032,0.034043,-0.12213,-0.05953,-0.10018,0.064008,-0.035557,-0.088642,0.049705,0.053349,-0.19628,-0.0041947,0.034047,-0.19806,0.0026089,-0.0061689,0.16624,-0.10236,-0.087242,0.27982,-0.026913,0.052465,0.025148,0.32591,-0.14753,0.16109,-0.027091,0.258,0.12966,0.025,0.054781,0.019546,-0.1699,-0.044298,-0.080351
-0.1102,0.098614,0.14241,0.16417,-0.0096025,-0.010175,0.041088,0.23181,-0.040481,0.079627,0.05893,-0.076913,0.064733,0.16249,0.13277,-0.15426,-0.13588,0.052598,0.017237,-0.035718,0.26474,-0.069288,0.064458,0.027448,-0.12065,-0.039332,-0.21341,-0.12493,-0.046159,0.17837,0.066058,-0.11841,0.02275,0.20867,-0.15229,-0.096029,0.01537,-0.09285,-0.055205,0.13167,0.029237,-0.0091671,-0.14685,-0.18057,0.038907,0.2788,0.12072,-0.13748,0.076478,-0.076415,0.093633,-0.031212,-0.02287,-0.15901,-0.057029,0.049938,0.010355,0.020675,0.22112,-0.02145,0.019642,0.010019,-0.083361,-0.083167,0.080835,-0.13603,0.040384,0.14313,-0.099856,0.015449,0.057959,0.018446,0.030119,-0.11085,0.017705,0.14733,0.22595,0.12224,0.0076067,-0.024982
