1:0.0	2:0.0	3:1.0	4:0.0	5:1.0	6:0.0	7:0.0	8:1.0	9:1.0	10:4.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:1.0	20:0.0	21:0.0	22:0.0	23:11.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:2.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:23.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:3.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:1.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:1.0	4:1.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:7.0	11:1.0	12:1.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:6.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:1.0	32:0.0	33:0.0	34:1.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:1.0	2:0.0	3:1.0	4:1.0	5:0.0	6:0.0	7:1.0	8:0.0	9:1.0	10:4.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:1.0	17:0.0	18:0.0	19:1.0	20:0.0	21:0.0	22:0.0	23:8.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:1.0	36:0.0	37:0.0	38:0.0	39:0.0
1:1.0	2:0.0	3:0.0	4:1.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:31.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:1.0	20:0.0	21:0.0	22:0.0	23:5.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:1.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:18.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:1.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:9.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:1.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:1.0	9:0.0	10:6.0	11:1.0	12:0.0	13:1.0	14:0.0	15:1.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:26.0	24:1.0	25:0.0	26:1.0	27:0.0	28:0.0	29:1.0	30:0.0	31:0.0	32:0.0	33:0.0	34:1.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:12.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:1.0	6:0.0	7:0.0	8:1.0	9:1.0	10:15.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:21.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:1.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:1.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:17.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:1.0	20:0.0	21:0.0	22:0.0	23:2.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:1.0	5:1.0	6:0.0	7:0.0	8:1.0	9:0.0	10:9.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:4.0	24:1.0	25:0.0	26:0.0	27:0.0	28:1.0	29:1.0	30:0.0	31:0.0	32:0.0	33:0.0	34:1.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:14.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:40.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:14.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:2.0	2:0.0	3:1.0	4:0.0	5:1.0	6:0.0	7:0.0	8:1.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:5.0	24:1.0	25:0.0	26:0.0	27:0.0	28:1.0	29:0.0	30:0.0	31:2.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:15.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:1.0	9:0.0	10:7.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:6.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:1.0	9:0.0	10:8.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:1.0	20:0.0	21:0.0	22:0.0	23:4.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:1.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:8.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:3.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:1.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:10.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:1.0	20:0.0	21:0.0	22:0.0	23:2.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:17.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:0.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:2.0	4:1.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:3.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:1.0	20:0.0	21:1.0	22:0.0	23:18.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:1.0	30:0.0	31:0.0	32:0.0	33:2.0	34:1.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:1.0	5:0.0	6:0.0	7:0.0	8:1.0	9:0.0	10:2.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:10.0	24:2.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:1.0	4:0.0	5:0.0	6:0.0	7:0.0	8:1.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:1.0	20:0.0	21:0.0	22:0.0	23:12.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:1.0	32:0.0	33:0.0	34:1.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:40.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:1.0	2:0.0	3:0.0	4:1.0	5:0.0	6:0.0	7:0.0	8:0.0	9:1.0	10:8.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:6.0	24:1.0	25:0.0	26:0.0	27:0.0	28:0.0	29:1.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:1.0	36:0.0	37:0.0	38:0.0	39:0.0
1:1.0	2:0.0	3:0.0	4:1.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:4.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:28.0	24:1.0	25:0.0	26:0.0	27:1.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:1.0	35:1.0	36:0.0	37:0.0	38:0.0	39:2.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:62.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:20.0	24:0.0	25:0.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0	13:0.0	14:0.0	15:0.0	16:0.0	17:0.0	18:0.0	19:0.0	20:0.0	21:0.0	22:0.0	23:29.0	24:0.0	25:1.0	26:0.0	27:0.0	28:0.0	29:0.0	30:0.0	31:0.0	32:0.0	33:0.0	34:0.0	35:0.0	36:0.0	37:0.0	38:0.0	39:0.0
