1:0.0	2:0.0	3:0.0	4:20.0	5:0.0
1:0.0	2:0.0	3:0.0	4:30.0	5:0.0
1:0.0	2:0.0	3:20.0	4:0.0	5:0.0
1:0.0	2:0.0	3:0.0	4:20.0	5:0.0
1:0.0	2:0.0	3:0.0	4:40.0	5:0.0
1:18.0	2:0.0	3:0.0	4:0.0	5:0.0
1:0.0	2:0.0	3:0.0	4:11.0	5:0.0
1:0.0	2:0.0	3:0.0	4:40.0	5:0.0
1:0.0	2:0.0	3:12.0	4:0.0	5:0.0
1:0.0	2:0.0	3:40.0	4:0.0	5:0.0
1:0.0	2:0.0	3:21.0	4:0.0	5:0.0
1:0.0	2:0.0	3:0.0	4:20.0	5:0.0
1:0.0	2:0.0	3:0.0	4:14.0	5:0.0
1:0.0	2:0.0	3:0.0	4:40.0	5:0.0
1:0.0	2:0.0	3:0.0	4:14.0	5:0.0
1:0.0	2:0.0	3:0.0	4:14.0	5:0.0
1:0.0	2:0.0	3:15.0	4:0.0	5:0.0
1:0.0	2:0.0	3:0.0	4:15.0	5:0.0
1:0.0	2:0.0	3:0.0	4:14.0	5:0.0
1:0.0	2:0.0	3:0.0	4:13.0	5:0.0
1:0.0	2:0.0	3:0.0	4:14.0	5:0.0
1:0.0	2:0.0	3:0.0	4:17.0	5:0.0
1:0.0	2:0.0	3:30.0	4:0.0	5:0.0
1:0.0	2:0.0	3:0.0	4:16.0	5:0.0
1:0.0	2:0.0	3:0.0	4:17.0	5:0.0
1:0.0	2:0.0	3:40.0	4:0.0	5:0.0
1:0.0	2:0.0	3:20.0	4:0.0	5:0.0
1:0.0	2:0.0	3:40.0	4:0.0	5:0.0
1:0.0	2:0.0	3:62.0	4:0.0	5:0.0
1:0.0	2:0.0	3:20.0	4:0.0	5:0.0
1:0.0	2:0.0	3:30.0	4:0.0	5:0.0
1:0.0	2:0.0	3:30.0	4:0.0	5:0.0
1:0.0	2:0.0	3:19.0	4:0.0	5:0.0
1:0.0	2:0.0	3:23.0	4:0.0	5:0.0
1:0.0	2:0.0	3:30.0	4:0.0	5:0.0
1:0.0	2:0.0	3:0.0	4:40.0	5:0.0
1:0.0	2:0.0	3:20.0	4:0.0	5:0.0
1:0.0	2:1.0	3:37.0	4:1.0	5:1.0
1:0.0	2:0.0	3:30.0	4:0.0	5:0.0
1:0.0	2:0.0	3:0.0	4:10.0	5:0.0
1:0.0	2:0.0	3:10.0	4:0.0	5:0.0
1:0.0	2:0.0	3:40.0	4:0.0	5:0.0
1:0.0	2:0.0	3:10.0	4:0.0	5:0.0
1:0.0	2:0.0	3:20.0	4:0.0	5:0.0
1:0.0	2:0.0	3:0.0	4:34.0	5:0.0
1:0.0	2:0.0	3:11.0	4:0.0	5:0.0
1:0.0	2:0.0	3:17.0	4:0.0	5:0.0
1:0.0	2:0.0	3:30.0	4:0.0	5:0.0
1:0.0	2:0.0	3:0.0	4:15.0	5:0.0
1:0.0	2:0.0	3:0.0	4:19.0	5:0.0
1:0.0	2:0.0	3:0.0	4:18.0	5:0.0
1:0.0	2:0.0	3:19.0	4:0.0	5:0.0
1:0.0	2:0.0	3:13.0	4:0.0	5:0.0
1:0.0	2:0.0	3:0.0	4:14.0	5:0.0
1:0.0	2:0.0	3:17.0	4:0.0	5:0.0
1:0.0	2:0.0	3:20.0	4:0.0	5:0.0
1:0.0	2:0.0	3:19.0	4:0.0	5:0.0
1:0.0	2:0.0	3:0.0	4:40.0	5:0.0
1:0.0	2:0.0	3:0.0	4:20.0	5:0.0
1:0.0	2:0.0	3:30.0	4:0.0	5:0.0
