1:20.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0
1:30.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0
1:1.0	2:1.0	3:0.0	4:0.0	5:0.0	6:1.0	7:13.0	8:1.0	9:1.0	10:2.0	11:0.0	12:0.0
1:17.0	2:1.0	3:1.0	4:0.0	5:0.0	6:0.0	7:1.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0
1:40.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0
1:0.0	2:0.0	3:0.0	4:18.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0
1:11.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0
1:40.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:12.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:40.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0
1:0.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:21.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0
1:18.0	2:1.0	3:1.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0
1:14.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0
1:40.0	2:0.0	3:0.0	4:0.0	5:0.0	6:0.0	7:0.0	8:0.0	9:0.0	10:0.0	11:0.0	12:0.0
