0.032562,-0.0014117,-0.0007273,0.055497,-0.00095956,-0.5933,0.022489,0.80067,0.047733,-0.0017362
0.53382,0.016882,0.0086977,0.18726,0.023674,-0.37422,0.085685,-0.35221,0.63701,0.042835
-0.15117,0.028019,0.014436,0.081019,0.46249,-0.16145,0.022694,-0.10956,-0.13,0.83679
-0.38827,0.037362,0.019249,0.86967,-0.08732,-0.10111,0.1713,-0.12061,-0.066789,-0.15799
-0.028127,0.8618,0.444,-0.11704,-0.036593,-0.1438,0.0245,-0.090129,-0.10272,-0.066209
0.25255,-0.090429,-0.04659,-0.11836,-0.025457,-0.12002,0.84994,-0.091065,-0.40496,-0.046059
0.6332,0.0068385,0.0035232,0.32107,0.0024555,0.0014338,-0.41366,-0.0013226,-0.56988,0.0044429
0.27359,0.19442,0.094148,0.2611,0.10058,0.66073,0.2611,0.43807,0.26697,0.17966
0.001458,-0.45689,0.88933,0.0013914,0.016011,0.0035212,0.0013914,0.0023346,0.0014227,-0.0075956
-0.00033386,0.0078637,-0.015838,-0.00031861,0.87496,-0.00080627,-0.00031861,-0.00053456,-0.00032577,-0.48387
