-0.0019542,-0.0018818,-0.0014904,-0.0013132,0.040106,0.0010692,-0.0022419,-0.5874,0.001464,0.049529,0.00045333,0.8056,-4.2057e-005,-0.0051908,0.0080781,0.0018051,-0.0028334,-0.0040563,0.0019072,0.025168,-0.0028928,-0.0090557,0.032236,-0.0012224
0.012245,0.014534,0.00042241,0.02116,0.1624,0.1119,-0.00034521,-0.41505,0.0080538,0.12403,0.17207,-0.32904,0.12249,0.083644,0.76165,0.16641,0.020395,-0.0006246,0.010492,0.042284,0.00081989,0.0038482,0.046657,0.019697
0.026075,0.029371,0.005373,0.027228,0.4237,-0.032938,-0.0039128,-0.31466,0.0048822,0.15963,-0.072588,-0.28609,-0.0011105,0.10763,-0.44336,-0.06236,0.053733,-0.0070795,0.0063604,0.35364,0.010429,0.011472,0.51427,0.025345
0.043506,0.046548,0.0075429,-0.11013,0.67073,0.0626,0.0061535,0.097137,-0.0044551,0.092393,-0.072036,0.046476,-0.12341,-0.43534,0.041268,-0.070695,-0.13348,0.011134,-0.005804,-0.49011,0.01464,0.15258,-0.03078,-0.10252
-0.007557,-0.019574,-0.011895,-0.05753,-0.10262,-0.010941,0.012019,-0.035601,0.00096793,0.76134,-0.059933,-0.057521,0.012508,-0.22741,-0.083364,-0.05439,0.014943,0.021747,0.001261,0.30263,-0.023088,0.19061,-0.45134,-0.053552
0.079064,0.08359,-0.0010357,0.16436,0.14963,0.023507,0.033106,-0.15835,-0.0063602,0.069063,0.072312,-0.08855,0.0078794,0.6497,-0.24218,0.060706,0.05787,0.059899,-0.0082859,-0.3957,-0.0020102,0.27668,-0.38038,0.15299
-0.098722,-0.0898,-0.0037952,-0.031682,-0.17292,-0.075211,0.16048,-0.046406,0.0017183,-0.21514,-0.012286,-0.012318,0.0082727,-0.12524,0.055065,-0.0097103,-0.012475,0.29036,0.0022386,0.081147,-0.0073663,0.85206,0.1851,-0.029491
0.47656,0.48401,-0.0014444,-0.063595,-0.10806,0.40685,0.033576,-0.2436,-0.00043772,-0.31192,-0.075337,-0.14484,0.048616,-0.25138,-0.13725,-0.069937,0.10159,0.06075,-0.00057024,0.10933,-0.0028034,0.0058167,-0.23271,-0.059197
-0.055721,0.02756,0.035591,-0.037267,-0.13599,-0.14714,-0.01133,-0.065255,-0.18419,0.1195,-0.0064402,-0.040649,0.54054,-0.14731,-0.050309,-0.18042,0.58939,-0.0205,-0.23995,-0.34017,0.06908,-0.027016,0.14928,-0.03469
-0.045667,-0.031713,0.035078,-0.014413,-0.074678,-0.070944,0.41434,-0.09693,0.1504,0.093737,-0.049362,-0.06811,-0.028578,-0.056974,-0.062665,0.096919,-0.0020609,0.74967,0.19594,-0.16054,0.068085,-0.34104,0.024955,-0.013417
-0.013219,0.023423,0.037154,-0.032029,-0.11383,-0.12757,-0.15813,-0.093944,0.47628,0.011253,-0.12427,-0.062557,0.080242,-0.12661,-0.092345,0.33648,0.18195,-0.28611,0.62048,-0.16856,0.072114,0.085639,0.038451,-0.029814
0.1877,0.18508,0.060317,0.010213,-0.43571,0.20767,-0.050579,-0.041799,-0.057035,0.38501,0.017064,-0.038164,-0.2731,0.040373,-0.0011469,-0.03828,-0.27621,-0.091514,-0.074303,-0.37822,0.11707,0.049671,0.45726,0.0095072
-0.071511,-0.069485,0.4428,-0.004039,0.030177,-0.029591,-0.023263,-0.063168,-0.044563,-0.090829,0.0018387,-0.035704,-0.032867,-0.015966,-0.013523,-0.040516,-0.068484,-0.04209,-0.058056,0.081848,0.85946,0.0076281,-0.13309,-0.0037597
0.65146,-0.61227,0.013356,0.0021117,0.014989,0.00040289,0.0088221,0.037989,-0.0034247,0.016862,0.013233,0.025854,-0.2714,0.0083473,0.053509,0.0089671,0.34499,0.015962,-0.0044616,0.0045748,0.025924,0.013139,0.028774,0.0019657
-0.089146,-0.46374,-0.0020548,0.0020533,-0.0090578,0.66606,0.00044297,0.018979,0.056518,0.012535,-0.037316,0.011982,0.48451,0.0081163,-0.14075,0.019102,-0.25479,0.00080147,0.07363,-0.044476,-0.0039883,0.0016347,0.026205,0.0019113
0.20751,0.34014,0.074338,0.041996,0.20006,0.18319,0.072502,0.50628,0.089371,0.20006,0.05946,0.33567,0.21033,0.2174,0.17132,0.1437,0.19566,0.14018,0.11974,0.20964,0.14784,0.10244,0.20456,0.051646
0.084265,-0.0020135,0.0025596,-0.5669,-0.0011843,-0.088318,0.67001,-0.002997,0.036185,-0.0011843,-0.14649,-0.001987,0.085411,0.1382,0.017604,0.06014,-0.094327,-0.37137,-0.085037,-0.001241,-0.0024206,-0.00060639,-0.0012109,0.087404
0.0070531,0.0042838,-0.0199,0.74518,0.0025196,-0.0022229,0.54044,0.0063762,0.049137,0.0025196,0.067301,0.0042274,0.007149,-0.14408,0.011798,-0.12073,-0.0023741,-0.29643,0.047644,0.0026402,0.012597,0.0012901,0.0025763,-0.13891
-0.47193,0.0031589,0.011037,-0.069575,0.0018579,0.48521,0.1169,0.0047017,0.0071519,0.0018579,-0.13179,0.0031173,-0.47835,0.036566,0.023633,0.02947,0.51822,-0.062936,-0.038168,0.0019469,-0.0039579,0.00095132,0.0018997,0.013349
0.0034356,0.00053956,0.83351,0.015505,0.00031735,-0.002879,0.014772,0.0008031,-0.079959,0.00031735,-0.030276,0.00053246,0.0034823,-0.012035,0.044081,-0.19598,-0.0030749,-0.0078782,0.17658,0.00033254,-0.42914,0.00016249,0.00032449,0.20385
-0.054939,-5.852e-005,0.0049047,-0.22256,-3.442e-005,0.055989,0.078648,-8.7104e-005,0.062512,-3.442e-005,0.91518,-5.775e-005,-0.055686,-0.06566,-0.16163,-0.14658,0.059798,-0.043499,0.16097,-3.6068e-005,-0.0025589,-1.7624e-005,-3.5194e-005,-0.10116
-0.0052839,-0.00065194,-0.25701,-0.079687,-0.00038345,0.0046346,0.0097421,-0.00097036,-0.36012,-0.00038345,-0.15496,-0.00064336,-0.0053558,0.1361,0.14351,-0.58476,0.0049499,-0.0057299,0.60989,-0.0004018,0.13206,-0.00019634,-0.00039207,0.056585
0.0027173,0.00049987,-0.026175,-0.033156,0.00029401,-0.0021922,-0.069957,0.00074403,0.74509,0.00029401,-0.071815,0.0004933,0.0027542,0.11761,0.12844,-0.59229,-0.0023414,0.03893,-0.22208,0.00030808,0.013759,0.00015054,0.00030062,0.028605
-0.0070639,0.00029162,-0.16862,0.089766,0.00017152,0.0075462,0.023012,0.00043405,0.033296,0.00017152,0.10474,0.00028778,-0.0071599,-0.26629,-0.02664,0.026778,0.0080596,-0.012564,-0.0278,0.00017973,0.087034,8.7823e-005,0.00017538,0.93265
