0.006013,-0.65732,-0.0087006,0.74028,0.031644,0.00072237,-0.0027203,-0.032791,0.0025822,-0.016104,-0.001079,-0.029736,-0.0016039,-0.10549,0.0089777,0.0066269,-0.0019586,-0.010755,0.023634,-0.0014828,0.0016779,-0.0097425,0.045276,0.005893,0.0080898,0.0048528,-0.0014139,0.0096524,-0.022359,-0.01629,0.0031387,0.032537,0.0015571,-0.020838
-0.0053806,-0.3452,0.028862,-0.33179,-0.0058977,0.0045771,-0.015459,0.0013655,-0.0017647,0.0028122,-7.4601e-005,-0.022266,0.0063591,-0.16099,-0.0034176,0.00081343,-0.00085165,0.0011633,0.0022553,0.0052857,0.010631,-0.0091892,9.0525e-005,-0.0052733,-0.0045261,-0.0033164,0.0035309,-0.0036745,0.053228,-0.015706,0.85976,-0.015822,0.0023005,-0.016459
0.00023653,-0.46199,0.0018499,-0.28554,-0.015207,0.0016879,0.090349,0.0687,-0.0021262,0.038189,0.0087696,0.027816,-0.0018167,0.81551,0.0051143,-0.021053,0.0050908,-0.01121,-0.0078208,-0.0045664,0.0039204,0.0026387,0.0017571,0.00023181,0.0055329,-0.0039958,0.033366,0.0054987,-0.0061732,-0.0010852,-0.13997,-0.013113,0.014075,0.051285
0.0081235,-0.31775,-0.11259,-0.29001,-0.0050673,0.0015943,0.081441,0.32792,0.0082395,0.11492,0.0037429,0.18142,0.033039,-0.39215,0.026888,-0.05693,0.12715,0.26894,0.074616,-0.012046,0.0037031,0.15488,-0.0079333,0.0079615,0.020244,0.015485,0.019106,0.028909,0.23081,0.41175,-0.30456,0.049727,0.060557,0.20263
0.039514,-0.11438,0.48077,-0.12526,0.012072,0.0021636,0.17143,-0.21907,-0.0033882,-0.13607,0.0079178,0.32134,0.079838,-0.14982,0.002119,0.27331,-0.10001,-0.3987,-0.0049126,0.014191,0.0050255,0.11437,-0.060674,0.038725,0.022404,-0.0063675,0.041376,0.0022783,-0.37687,0.11633,-0.09326,0.080151,0.069838,0.26519
0.083168,-0.1201,0.41241,-0.14577,-0.037422,0.0017822,-0.096023,0.1331,0.029763,0.30832,-0.017311,-0.3745,0.024504,-0.11216,0.039038,0.30074,0.066009,-0.046671,0.25924,0.014284,0.0041396,-0.13124,-0.17485,0.081509,0.068592,0.055935,-0.056708,0.041972,0.13226,-0.20974,-0.16665,0.24832,-0.035485,-0.35206
-0.010648,-0.035915,-0.16103,-0.064091,0.0087164,-0.0010661,0.6251,-0.41052,0.021028,0.035149,0.018115,0.053512,-0.067563,-0.067165,-0.012978,0.2088,-0.00068482,0.42296,-0.029777,0.0020587,-0.0024763,-0.069879,-0.054624,-0.010435,-0.02111,0.039519,0.16999,-0.013953,-0.074005,-0.10973,-0.036925,0.065757,0.17458,-0.28098
-0.030513,-0.038639,-0.11655,-0.062355,0.19346,-0.014252,-0.32365,0.10557,0.015032,-0.072631,0.018608,-0.16902,-0.10102,-0.0031566,0.0062778,0.60426,0.012533,0.36733,-0.092878,-0.004209,-0.033103,-0.03727,0.25344,-0.029905,-0.017511,0.02825,-0.051761,0.0067496,-0.37162,-0.031444,-0.021066,-0.13363,-0.04443,0.20554
-0.015905,0.018814,-0.43063,0.0094902,-0.18512,-0.0061689,0.028376,0.027695,0.043807,0.023324,0.0090135,0.069965,-0.027994,-0.0058623,-0.086563,0.1331,-0.10169,-0.12777,0.54691,-0.016277,-0.014328,-0.1196,-0.20837,-0.015588,-0.05884,0.082328,0.014653,-0.093068,-0.017323,-0.29373,0.031111,0.26457,0.016038,0.42824
-0.023888,0.067846,-0.28364,0.066053,-0.011035,0.017505,0.10193,0.15822,0.021788,0.33567,0.012227,-0.14928,-0.20733,0.058564,-0.074465,0.10211,-0.045299,-0.30401,0.13799,-0.0056009,0.040659,0.29893,-0.067468,-0.023411,-0.055087,0.040947,0.022655,-0.080061,-0.37238,0.45195,0.097077,-0.045526,0.043655,-0.31396
