-0.48238,-0.016541,0.8713,-0.0062743,0.0085859,-0.00054402,0.0049576,-0.00041379,0.0010917,0.04339,0.0017878,-0.033951,0.013744,-0.010236,0.018032,-0.0015208,-0.0018752,-0.035798,-0.02427,0.00014439,-0.04219,-0.0028043,0.020124,-0.0026769,0.00035575,0.0026025
0.7611,-0.14946,0.38532,-0.020111,0.034728,-0.0037421,0.0017553,-0.026184,-0.0087166,-0.0060652,0.036323,-0.15233,0.0048661,-0.049413,0.024191,-0.09706,-0.03541,-0.41136,-0.11936,-0.014965,-0.13648,-0.044632,-0.05618,0.00030268,-0.036871,-0.02078
-0.085211,-0.084942,-0.10378,-0.042912,-0.011585,-0.0086778,-0.010116,-0.016269,-0.0034673,0.33532,0.41867,-0.14856,-0.028045,0.216,0.11554,-0.024967,-0.020104,-0.18794,-0.108,0.0079493,-0.086564,-0.0098493,0.73866,0.00055018,0.019585,-0.0082658
-0.031813,-0.37116,-0.0079094,-0.051951,0.47395,0.011956,0.0011323,-0.017138,-0.006349,-0.22379,-0.1471,-0.30662,0.0031391,0.57381,-0.03591,-0.12109,-0.048409,0.14628,-0.16009,0.006898,0.26268,-0.038043,-0.044073,-0.0088157,0.016995,-0.015135
0.019796,-0.21702,-0.021439,-0.083387,-0.1589,-0.019863,-7.1304e-05,0.0078121,0.011024,-0.0018869,0.062573,-0.51218,-0.00019768,-0.23591,0.0028998,0.016985,0.0051185,0.54457,-0.19635,-0.028434,-0.50205,-0.033648,-0.048391,-0.00047474,-0.070056,0.026281
-0.035382,0.29108,-0.062429,-0.045254,0.56702,-0.0033147,-0.015578,0.0047362,0.036326,0.51494,-0.2257,-0.03935,-0.043187,0.054742,-0.10355,0.21834,0.10856,-0.10541,-0.059243,-0.054038,-0.35554,0.025953,-0.14968,-0.0039982,-0.13314,0.086598
0.0085531,0.28348,-0.0036405,-0.019432,-0.079806,-0.063664,0.00066343,-0.052513,-0.00988,-0.37517,-0.43809,-0.10946,0.0018392,0.20104,0.57562,0.16742,0.025651,-0.089695,0.084695,0.021649,-0.28595,0.057978,0.23787,0.00080457,0.053339,-0.023553
-0.13695,-0.16045,-0.091378,-0.034376,0.41201,-0.0047314,-0.014764,-0.028033,0.0064767,-0.1394,0.44078,0.030649,-0.040931,-0.34305,0.56385,0.070033,0.017303,-0.1312,-0.069286,0.058612,0.016188,0.072296,-0.25537,-0.027597,0.14441,0.01544
0.052364,0.30653,0.059222,0.062147,0.0020225,-0.069661,0.018563,-0.047289,0.0085101,-0.40198,0.53306,0.12829,0.051461,0.36085,-0.21256,0.3024,0.11375,0.054158,-0.1228,-0.098314,-0.20608,0.011166,-0.11963,-0.011201,-0.24222,0.020287
0.0001768,0.31533,0.0095264,0.097482,0.13367,0.00068362,-0.0053588,0.13662,-0.027562,-0.0067087,0.21646,-0.32798,-0.014856,0.046663,0.054403,-0.42487,-0.19479,0.032341,0.62556,-0.049044,-0.039881,-0.22983,-0.084846,0.0082171,-0.12083,-0.065705
0.035298,0.0019238,0.01875,0.34596,-0.028181,-0.01795,-0.01451,0.078791,-0.035466,0.16729,-0.03887,0.41725,-0.040227,0.14884,0.33862,-0.34723,-0.19199,0.21619,-0.37044,-0.10811,-0.117,-0.28021,-0.066549,-0.0089378,-0.26635,-0.084547
0.0039857,-0.11081,0.0079059,0.65283,0.33315,-0.063682,0.003527,-0.21665,-0.015582,-0.26341,-0.10324,0.026733,0.009778,-0.32997,-0.24641,0.065065,-0.024967,0.02577,0.082815,-0.01012,-0.086007,-0.022527,0.35547,-0.0042746,-0.024932,-0.037146
-0.093721,-0.18369,-0.068046,0.47713,-0.21996,-0.047514,0.0076756,-0.002881,0.065187,0.14922,0.064255,-0.049635,0.021279,0.32979,-0.014799,-0.094077,0.081295,-0.17829,0.10147,0.17697,-0.30774,0.20768,-0.3014,-0.011506,0.43602,0.1554
0.029269,-0.34248,0.017969,0.12963,-0.12888,0.14433,-0.01442,-0.054885,0.19981,0.11112,-0.018756,-0.0080028,-0.039976,0.073087,0.20598,0.33662,0.13059,-0.0042641,0.3335,-0.16495,0.12363,-0.21166,-0.031112,-0.0095835,-0.40641,0.47632
-0.00706,-0.19263,-0.0031103,-0.37926,0.14491,-0.33074,0.02841,-0.038067,0.15659,-0.15931,-0.020294,0.39602,0.078762,0.0067256,-0.13965,-0.19511,-0.15317,0.027709,0.17409,0.071339,-0.34491,-0.22887,0.11658,0.024211,0.17576,0.37329
-0.011506,-0.18776,-0.0097037,0.076387,0.048943,-0.20816,0.019327,0.90634,-0.045423,-0.080554,-0.041184,0.042628,0.053581,-0.037203,-0.033266,0.15669,0.067709,-0.075166,0.052234,-0.034045,-0.057282,0.077169,0.076466,-0.034426,-0.083879,-0.10829
-0.028348,0.36902,-0.022531,0.14747,-0.024606,-0.063326,0.026764,0.205,0.2309,-0.080508,-0.010179,-0.27543,0.074197,-0.1264,-0.030725,-0.039253,-0.10378,-0.088121,-0.39581,0.068994,0.24591,-0.24636,0.022898,0.011788,0.16999,0.55045
-0.052763,-0.0414,-0.053776,-0.012155,0.028245,0.31411,0.31677,-0.0083286,-0.019942,0.013729,-0.013701,0.0090514,0.87817,-0.017368,0.029463,-0.020539,-0.036728,-0.073956,-0.0069801,-0.018909,-0.075299,-0.039939,-0.003733,0.0043115,-0.046588,-0.047539
-0.0036062,-0.013283,0.0037392,-0.045991,0.055893,0.80781,-0.096817,0.1991,0.012954,-0.14936,0.0052446,0.12487,-0.2684,0.020259,-0.10438,0.083054,-0.21354,-0.012864,-0.0021843,0.080175,-0.20783,-0.15382,0.060826,-0.043879,0.19753,0.030882
-0.043217,0.035575,-0.022495,-0.048834,0.05136,0.22188,-0.020344,0.054904,0.10159,-0.1581,-0.028569,0.046874,-0.0564,-0.067203,-0.017237,-0.54306,0.54794,-0.04629,-0.062189,-0.094731,-0.072594,0.38679,0.097833,-0.068179,-0.2334,0.24218
-0.042363,-0.030591,-0.023029,0.0096436,0.003932,0.04531,-0.011329,0.030405,-0.0025566,-0.036044,0.0026785,-0.0065087,-0.031408,-0.0062838,-0.0022297,-0.02344,0.02664,-0.060259,-0.026111,-0.017704,-0.030583,0.012157,-0.017553,0.99092,-0.043618,-0.0060946
