0.00037232,0.0032364,-0.00037887,0.0012037,0.0015435,-0.00088,0.0086485,0.77885,0.0042739,-0.6271,0.0051672
0.57295,-0.0018323,0.0014428,0.023392,-0.00087388,0.0033512,0.36179,-0.36277,0.40405,-0.44058,0.2265
-0.27134,-0.0089348,0.00081855,-0.022657,-0.0042613,0.0019013,0.80199,-0.044109,-0.50603,-0.046202,0.14974
-0.62847,-0.0017655,0.0042712,0.12081,-0.00084201,0.0099207,-0.089826,-0.097604,0.39607,-0.1147,0.63458
0.32735,0.14778,0.013543,0.083226,0.070482,0.031455,-0.37562,-0.05129,-0.58874,-0.066692,0.60262
-0.18522,0.78474,0.062538,0.0022747,0.37427,0.14526,-0.050938,-0.2153,-0.029887,-0.26577,-0.25359
-0.069206,-0.27717,0.35145,0.18144,-0.13219,0.81631,-0.077223,-0.13484,-0.092935,-0.173,-0.12409
0.00024465,-0.020078,-0.094458,0.95585,-0.009576,-0.2194,0.021195,-0.028677,-0.049866,-0.034863,-0.15433
0.2385,0.31707,0.14064,0.17559,0.14789,0.32705,0.26014,0.42699,0.25526,0.53955,0.2385
0.00071782,-0.42948,0.014153,0.00052849,0.90295,-0.0049268,0.00078297,0.0012852,0.00076827,0.0016239,0.00071782
2.4287e-005,0.006467,0.9184,1.7881e-005,-0.013477,-0.39536,2.6491e-005,4.3482e-005,2.5994e-005,5.4944e-005,2.4287e-005
