0.010582,-0.5488,-0.0036656,0.83556,0.012038,0.016064,0.0060021,-0.00048271,-0.000233,0.0095499
0.050461,-0.4771,-0.0029053,-0.33396,0.5857,0.2584,0.35065,0.023514,0.01135,0.35334
0.092527,-0.12823,0.0025678,-0.091487,-0.65191,0.67999,0.27826,-0.020352,-0.0098238,0.036052
-0.17569,-0.015533,0.0035925,-0.011725,-0.15352,0.072268,-0.58497,0.043465,0.020981,0.77164
0.89651,-0.060301,0.04598,-0.050292,0.089224,0.11337,-0.39795,0.0093158,0.0044967,-0.093265
-0.021289,-0.12428,0.97412,-0.073281,-0.096435,-0.13892,0.031087,0.01394,0.006729,0.0034247
-0.36133,0.024437,0.13018,0.013204,0.33459,0.58665,-0.46521,-0.048848,-0.023579,-0.41983
-0.057198,-0.15459,-0.053818,-0.096486,-0.07544,-0.038637,-0.069177,0.86785,0.41891,-0.14146
0.14105,0.64102,0.17054,0.40548,0.27083,0.29588,0.27723,0.23229,0.10318,0.27083
0.0011368,0.0051663,0.0013745,0.0032679,0.0021828,0.0023846,0.0022343,-0.43285,0.90143,0.0021828
