-0.010473,0.010363,-0.0029113,-0.0020014,0.0090366,-0.0074239,-0.45369,0.0093449,-0.0060666,0.84886,-0.068669,0.0018334,-0.019812,-0.25259,-0.057231,-0.019812,-0.016139,0.0068766,0.006706,-0.0079548,-0.0057549,0.0022393,0.0086081
0.0020056,0.0042593,-0.0020132,-0.0026398,0.033132,-0.0048755,-0.46759,-0.018459,0.091239,0.026911,0.12236,0.0094659,0.018065,0.852,0.15982,0.018065,0.045725,0.0075589,-0.010113,0.025124,-0.0039796,-0.011245,-0.025113
0.017477,0.018782,0.00035105,0.011316,-0.03771,-0.005522,-0.22671,-0.001707,-0.089149,-0.11883,0.33215,-0.0090713,0.56055,-0.23952,0.29768,0.56055,-0.054892,-0.0060119,-0.0028834,0.19034,0.00069393,-0.0099547,0.0097142
0.098352,0.28053,0.0031348,0.1487,0.4739,-0.0054537,-0.31668,0.22514,-0.25845,-0.21946,0.34486,0.0074123,-0.12048,-0.16821,-0.19257,-0.12048,0.29715,0.031574,0.07599,-0.30026,0.0061966,0.0031775,0.017232
0.17282,0.36887,-0.0091165,0.20876,-0.054431,0.0079808,-0.31624,-0.31397,0.28328,-0.23957,-0.28518,0.073267,-0.067712,-0.15194,-0.04793,-0.067712,0.030724,0.079443,-0.22516,0.2982,-0.018021,-0.0034124,0.42742
-0.043011,-0.014835,0.0077532,-0.016891,0.34835,-0.03321,-0.12413,0.31404,0.47736,-0.11527,-0.28173,-0.046208,-0.036803,-0.14263,0.46339,-0.036803,-0.30325,-0.022638,0.25727,-0.19829,0.015326,0.010003,-0.048406
0.10808,-0.009986,-0.0043674,0.010768,-0.38313,0.013365,-0.16523,0.43647,-0.25393,-0.1085,0.01831,0.031563,-0.14896,-0.015142,-0.045295,-0.14896,-0.17504,0.044519,0.53361,0.38111,-0.0086332,-0.04926,0.18428
0.10424,-0.13837,0.0088614,-0.037533,0.14438,-0.0038384,0.049459,-0.089081,-0.30871,0.051915,0.32779,-0.095197,-0.25976,-0.039265,0.43187,-0.25976,-0.40287,-0.067147,-0.36284,0.071555,0.017517,0.034294,0.30769
-0.0012603,0.55589,0.005555,0.28494,-0.10731,-0.030539,0.049864,-0.22667,-0.32312,0.034199,-0.15531,-0.040419,0.051931,0.10135,0.024785,0.051931,-0.48523,-0.064511,0.1403,-0.23901,0.010981,0.019164,-0.28096
0.043666,-0.21057,-0.018362,-0.082102,0.32363,0.010352,0.022642,0.10657,-0.26457,0.0061604,-0.3638,-0.02397,0.24524,0.17264,-0.34972,0.24524,-0.25734,0.048149,0.00052589,-0.1416,-0.036297,0.16223,0.48824
