0.0078524,-0.5416,-0.011822,-0.0056742,0.81652,0.010043,0.0037017,0.0042912,-0.0013173,0.010637,0.0084348,-0.19399,-0.012403,-0.015917,0.0043815,0.035836,-0.0016374,-0.0011918,-0.0045749,-0.0070799
0.017571,-0.58642,0.017165,0.017922,-0.20599,-0.019615,0.0025248,-0.015845,0.0013469,-0.021264,0.019022,0.77265,0.016955,0.089626,0.0042181,0.071775,0.0016742,-0.026464,-0.0078573,0.007239
0.17235,-0.3455,-0.0098456,-0.010879,-0.36663,-0.021546,0.022403,-0.012429,0.001879,-0.0027246,0.18622,-0.42891,-0.010543,-0.048383,0.038587,0.70171,0.0023357,-0.0088529,0.00065324,0.010099
-0.046494,-0.29126,0.046095,-0.024673,-0.2318,0.34262,-0.037055,0.16807,0.071362,0.38158,-0.052192,-0.20803,0.034759,-0.052424,-0.043705,-0.35062,0.088707,0.47709,-0.037983,0.38355
0.064211,0.042401,-0.19889,0.033161,0.025139,-0.25628,-0.022077,-0.016547,-0.10472,0.57207,0.058245,0.048069,-0.18685,0.16337,-0.02904,0.048313,-0.13017,0.37928,-0.0088225,-0.56281
-0.0084735,0.010981,-0.15209,0.02586,-0.0023668,0.76254,-0.0017934,0.14237,-0.07911,-0.34454,-0.0051863,0.016473,-0.14287,0.12281,0.0020435,0.055273,-0.098338,0.14129,-0.0048734,-0.42519
0.0468,-0.043733,-0.059798,0.010718,-0.044541,0.00016951,-0.036953,0.7935,-0.012037,0.25048,0.037511,-0.036984,-0.057137,0.046039,-0.047795,-0.073991,-0.014963,-0.52536,-0.0011619,-0.064695
0.038069,-0.02548,0.55344,-0.12046,-0.011134,0.068154,-0.023672,0.056486,-0.073788,0.08076,0.029613,0.021191,0.52028,-0.46139,-0.033542,-0.028064,-0.091723,0.030385,-0.0563,-0.39659
0.60551,0.038831,-0.021911,0.0073576,0.034128,0.086952,-0.31421,-0.16206,0.011026,-0.010295,0.42378,0.027881,-0.018987,0.019239,-0.52632,-0.16958,0.013705,-0.081258,0.01428,0.059259
-0.21557,-0.030724,-0.0041313,0.016711,-0.02531,0.0679,-0.37643,-0.12182,-0.0057908,0.067998,0.60621,-0.027064,-0.0044606,0.0015491,0.58273,-0.17358,-0.0071983,-0.11775,0.18167,-0.031124
0.02657,-0.070118,0.026379,-0.09001,-0.05002,0.026951,0.10821,-0.060856,-0.010923,0.043733,-0.15973,-0.049262,0.015831,0.012022,-0.10923,-0.053078,-0.013578,-0.056503,0.95656,-0.058709
0.0010472,-0.047374,-0.027357,0.89512,-0.038479,0.10024,0.080364,-0.15815,-0.0073414,0.13164,-0.079527,-0.025311,-0.067678,-0.30404,-0.013681,-0.049027,-0.0091257,-0.16286,0.025295,-0.039457
-0.002453,0.023506,-0.009635,-0.2643,0.0053933,0.39181,0.1854,-0.45417,0.0024186,0.49481,-0.13303,0.0061636,0.014973,0.11282,0.032995,0.049853,0.0030064,-0.48301,-0.15075,0.012999
0.39595,-0.12408,0.10246,0.089233,-0.10109,-0.1058,0.58653,-0.013547,-0.021127,-0.14759,0.14174,-0.15998,0.15151,0.35453,0.28982,-0.35408,-0.026262,-0.012957,-0.063727,-0.11355
-0.26366,-0.074801,0.25102,0.24765,-0.058632,-0.031194,-0.35206,-0.063222,-0.013399,-0.017278,-0.14125,-0.163,0.34096,0.67129,-0.2092,0.01485,-0.016655,-0.065004,-0.025146,-0.072014
-0.0003836,0.00033778,0.71526,-0.0054063,-0.00084648,-0.0013891,-0.00049651,-0.0063377,-0.00099839,-0.0015556,-0.00037913,-0.010317,-0.69382,0.081287,-0.0004913,-0.001373,-0.001241,-0.0075306,-0.011548,-0.005366
0.31937,0.33687,0.1864,0.17628,0.27258,0.19509,0.018387,0.1864,0.05346,0.20984,0.021461,0.26636,0.19905,0.19509,0.27363,0.40122,0.066302,0.19905,0.13173,0.27939
-0.46645,0.097239,0.053806,0.050885,0.078682,0.056314,0.48393,0.053806,-0.0083294,0.060571,0.56484,0.076886,0.057458,0.056314,-0.39964,0.11581,0.00027721,0.057458,0.038026,0.089431
-0.014832,0.0022817,0.0012625,0.001194,0.0018462,0.0013214,0.014685,0.0012625,0.86076,0.0014213,0.01714,0.0018041,0.0013482,0.0013214,-0.012707,0.0027175,0.43703,0.0013482,0.00089225,-0.25917
-0.0029914,0.00031493,0.00017427,0.0001648,0.00025483,0.00018239,0.0028359,0.00017427,-0.47675,0.00019618,0.00331,0.00024901,0.00018609,0.00018239,-0.0025629,0.00037509,0.87177,0.00018609,0.00012316,-0.11264
