4.6164e-05,0.00045322,-0.0004533,-0.0010907,0.00039568,-0.00056469,0.01288,-0.0033102,-0.4726,0.0007446,-0.0027815,0.88115,0.0052259,-0.00086368,-0.00052794,-0.001717,-0.00093252,-0.001717,-0.0004477
-0.048232,-0.40166,0.00065419,-0.046341,-0.13231,-0.11621,-0.014685,-0.066993,0.76418,-0.098779,-0.15166,0.40927,-0.0056849,-0.066382,-0.023887,-0.061083,0.0013458,-0.061083,-0.042204
0.00065257,-0.4213,-0.0004576,6.6254e-05,-0.15549,0.19093,0.023227,0.21744,-0.10257,-0.15153,-0.042158,-0.051884,0.011102,0.027319,0.022249,0.58056,-0.00094137,0.58056,0.025365
-0.07777,0.50505,-0.00060905,-0.084188,0.21858,-0.15771,-0.23398,-0.024206,0.18673,0.26211,-0.28416,0.10326,-0.13377,-0.30515,-0.20262,0.31058,-0.0012529,0.31058,-0.25269
-0.037087,0.048314,0.00023325,-0.05078,0.038797,-0.11123,0.81132,-0.07677,-0.014183,0.062502,-0.2029,-0.023501,0.46666,-0.1555,-0.098004,0.041414,0.00047984,0.041414,-0.12196
-0.39597,0.0049422,-0.0049578,-0.25548,0.062605,-0.45881,0.074517,0.057222,0.080116,0.33158,0.47463,0.043474,0.027454,0.15212,0.31545,0.12817,-0.010199,0.12817,0.234
-0.065571,0.030016,-0.0078776,0.22123,-0.096638,-0.14287,0.052404,0.70042,0.041678,-0.09467,0.38164,0.024846,-0.002239,-0.16187,-0.30111,-0.086889,-0.016206,-0.086889,-0.36539
-0.020247,-0.029556,-0.0066033,-0.011163,-0.0083604,-0.031941,-0.50578,0.012723,-0.023043,0.0096084,0.0037638,-0.010112,0.85988,-0.019895,-0.014356,-0.0069655,-0.013584,-0.0069655,-0.021444
0.026675,-0.19873,0.40696,-0.092876,0.082464,-0.0017241,-0.035788,-0.0067983,-0.076785,0.15252,0.03252,-0.039923,-0.022482,-0.19449,-0.040469,-0.038974,0.83719,-0.038974,-0.041392
-0.25401,0.35292,0.13891,0.20919,-0.33754,-0.28895,0.0039633,-0.0085967,0.021296,-0.42501,-0.23321,0.011963,0.021239,0.47308,0.034435,0.059345,0.28576,0.059345,-0.024616
0.28861,-0.18917,-0.005474,-0.13842,0.22633,-0.12664,-0.0011061,0.10712,-0.0052407,0.34602,-0.1405,-0.0030159,-0.0051604,0.70104,-0.27982,-0.0034128,-0.011261,-0.0034128,-0.2712
-0.46693,0.042859,-0.00027217,-0.10377,-0.40615,0.49718,0.01177,-0.26972,0.023559,0.2829,0.19668,0.011959,0.0028729,0.13226,-0.2761,-0.015416,-0.00055992,-0.015416,-0.26593
-0.28777,-0.23726,-0.016213,0.79232,0.13565,-0.065928,-0.024918,-0.05732,-0.061165,0.37219,-0.19813,-0.032473,-0.024395,-0.014601,0.14353,-0.012804,-0.033354,-0.012804,-0.027968
0.33416,0.37861,0.07514,0.26709,0.023788,0.43061,0.13597,0.18218,0.3443,0.20345,0.20769,0.18435,0.14419,0.18319,0.19224,0.090749,0.14999,0.090749,0.25105
-0.33105,-0.016274,0.017978,0.054561,0.72565,0.22683,0.037652,-0.1323,0.095343,-0.42508,0.21517,0.051049,0.03993,0.14601,-0.13905,0.041436,0.042909,0.041436,-0.06082
-0.3764,0.0078488,-0.013405,-0.21012,0.081626,0.20557,-0.0038091,0.49846,-0.0096454,0.10591,-0.44024,-0.0051644,-0.0040395,0.029945,-0.17774,-0.12446,0.0012914,-0.12446,0.49791
-0.12833,0.018478,0.046733,-0.21268,0.081231,0.22486,-0.00056852,0.24675,-0.0014396,-0.013951,-0.2144,-0.0007708,-0.00060291,0.035264,0.70034,-0.078228,-0.023496,-0.078228,-0.51677
0.00043352,-0.0016722,0.89796,0.0080885,-0.0013887,-0.009457,-0.00019413,-0.0073337,-0.00049157,0.00055767,0.0058059,-0.0002632,-0.00020587,-0.0014582,-0.039677,0.0024494,-0.43676,0.0024494,0.032698
4.0652e-16,2.2503e-17,2.8029e-16,3.1856e-16,1.0108e-16,-3.2487e-16,-1.1946e-16,-6.1018e-16,-1.5021e-17,-1.3767e-16,5.1812e-16,7.7545e-17,2.3157e-17,-1.4486e-16,-4.0321e-16,-0.70711,-5.7515e-17,0.70711,-1.3878e-17
