0.0027139,-0.025115,-0.52836,0.012612,-0.027611,0.00094235,0.021326,0.0020517,0.012735,0.11725,-0.012073,0.0041852,0.0061468,0.13169,-0.041819,0.012597,0.0041852,0.0052165,-0.033848,-0.019305,-0.39393,-0.0021616,0.0065959,0.00012472,-0.0056529,-0.01658,0.72205,0.013973,0.014601,0.00094235,-0.0059431,0.0046399,-0.045977,-0.0071421,-0.0087752,-0.022083,-0.00075049,-0.00080412,-0.0073228,0.0012313,-0.060779,-0.0018091,-0.0021771,-0.0069223
-0.0030231,-0.0065262,-0.67228,0.0010667,0.0057508,-0.0015873,-0.00028805,0.001363,0.00016792,0.036236,-0.0087654,-0.0050835,-0.0033143,0.06526,-0.021452,-0.0010806,-0.0050835,0.0021064,0.041152,-0.0007746,0.72004,0.0075557,0.0013147,-0.0027621,-0.003572,0.034145,-0.10728,0.00068461,-0.00042309,-0.0015873,-0.017123,0.00125,0.029704,-0.0051711,-0.00021352,0.0086415,-0.021772,-0.0014741,-0.014258,0.00094008,0.079303,-0.0083178,-0.018597,-0.013937
-0.0043211,-0.016444,-0.23354,0.0010673,-0.014031,0.017434,-0.0051466,0.0089927,-0.0043149,0.16044,-0.0046012,-0.0047223,-0.0039348,0.70597,-0.012513,-0.011145,-0.0047223,0.011445,-0.025035,0.00077093,-0.36244,-0.0028985,0.0045947,0.022207,-0.0021972,-0.015175,-0.53257,3.8131e-05,-0.0058592,0.017434,-0.0047939,0.0055338,-0.030786,-0.0044061,-0.005307,-0.0091181,-0.008425,0.0071793,-0.0054952,0.0085431,-0.042538,-0.0028872,-0.0056113,-0.0015416
-0.0038125,-0.0051102,-0.097657,0.04178,-0.0012436,-0.0093355,-0.020224,0.0188,0.023366,0.8537,-0.00040087,-0.0046984,-0.0043944,-0.44341,-0.0039722,-0.0076559,-0.0046984,0.045592,-0.013151,-0.0081145,-0.12203,-0.00079281,0.043901,-0.012922,-0.00016067,-0.0043403,-0.2006,0.02098,-0.012151,-0.0093355,-0.0018265,0.032441,-0.0068489,-0.001254,-0.0011111,-0.0070627,-0.0050451,-0.0049871,-0.0016385,-0.0064355,-0.014769,-0.0013029,-0.004296,-0.00014017
0.010835,-0.098173,-0.25834,0.0021107,0.30855,0.16225,0.0084838,-0.0057652,0.00040786,-0.22854,0.0084971,-0.014955,0.01126,-0.26941,0.38257,0.0016028,-0.014955,-0.0081467,0.010776,0.20783,-0.28983,-0.031576,-0.0074313,0.1816,0.00089077,0.090438,-0.16647,0.0010696,0.01165,0.16225,-0.067727,0.0026067,0.32985,-0.0043368,0.045971,0.013573,0.0069056,0.039029,0.0010326,-0.0058687,0.42658,-0.026002,-0.054702,-0.057616
-0.035527,-0.073862,0.044101,-0.0024537,0.064741,-0.41118,0.015443,0.0046782,4.5955e-05,0.059394,-0.024417,-0.0025665,-0.027413,0.10453,0.36489,0.0022491,-0.0025665,0.002548,0.02112,-0.3811,0.0080935,-0.00081708,-0.000441,-0.38498,-0.034102,0.078561,0.050908,0.0036078,0.007244,-0.41118,-0.035984,-0.0025624,0.42067,-0.017803,-0.010493,-0.084023,-0.046038,-0.015505,-0.010266,0.0093525,0.071582,-0.014869,-0.042355,-0.019114
0.1141,-0.053375,-0.057872,-0.0022939,-0.06179,-0.2074,-0.0091255,0.0023472,-0.0082264,-0.06006,-0.0068079,-0.0062782,0.11867,-0.058913,-0.20758,-0.011269,-0.0062782,0.0023174,-0.04701,-0.099735,-0.096193,-0.040552,-0.0035102,-0.15354,-0.044113,0.10189,-0.056763,-0.0047979,-0.0057428,-0.2074,0.095167,0.0038246,-0.40773,0.0047909,-0.0014152,0.26372,0.30899,0.03722,0.1932,0.0021537,0.60475,0.017093,0.1343,0.02984
-0.14103,0.22588,0.010006,0.0041729,0.48702,-0.17968,0.047213,0.0014346,0.010158,0.012459,0.19874,0.005035,-0.20576,0.025664,-0.059809,0.012773,0.005035,-0.0009456,0.15975,0.25777,-0.0099328,-0.032058,0.00046192,-0.17687,0.13023,-0.25517,0.019519,0.012158,0.034378,-0.17968,-0.10619,-0.0014118,-0.29624,0.049772,0.1311,0.13674,-0.26792,-0.016351,-0.12069,0.0072068,0.067062,0.0069522,-0.29472,-0.12169
-0.24701,-0.11268,0.086153,0.0026912,-0.32937,0.065176,0.029513,-0.0032441,0.015927,0.073928,0.19778,0.02825,-0.27138,0.076287,0.26337,0.021183,0.02825,-0.0053192,-0.32567,-0.10798,0.063576,-0.00095952,0.0055189,0.15507,0.024849,0.28508,0.07041,0.010522,0.020345,0.065176,-0.06439,-0.0083252,-0.16324,-0.063116,-0.1049,0.35023,-0.26517,0.10669,-0.0081275,-0.011522,0.13764,-0.065557,-0.30277,-0.082019
0.22388,0.0090809,-0.098595,0.0073068,0.12347,-0.063627,0.0077269,0.0010297,-0.0064832,-0.077487,0.42541,-0.047879,0.2994,-0.085167,0.37487,-0.011765,-0.047879,0.0054284,-0.19571,-0.030825,-0.0067909,0.021989,-0.0038388,-0.0087061,0.19984,-0.051999,-0.065371,-0.0012909,0.010528,-0.063627,-0.12749,0.013091,-0.21743,-0.10027,-0.092247,0.24357,0.10235,0.053978,-0.095438,-0.005518,-0.359,-0.047033,0.31392,0.082266
