-0.0025635,-0.043824,-0.017338,-0.40833,-0.038828,-0.051039,-0.0025319,0.0010976,-0.022876,0.0022739,0.90807,-0.042544
-0.016051,-0.45699,0.017848,0.47996,-0.42428,-0.44337,-0.015853,0.0032178,-0.033611,0.0066663,0.13105,-0.40624
0.037475,-0.19085,-0.12689,-0.010879,0.073883,-0.59499,0.037013,-0.0016015,0.14529,-0.0033179,-0.0077455,0.75095
-0.055453,-0.441,-0.24923,0.061762,0.79088,-0.032376,-0.054769,-0.0025816,-0.25704,-0.0053483,0.017522,-0.20141
-0.11963,-0.052455,0.71602,0.034288,0.022252,-0.034828,-0.11815,-0.0047291,-0.63815,-0.0097973,0.018854,0.21377
0.12359,0.10017,0.57578,-0.15684,0.34064,-0.35846,0.12207,0.011833,0.5095,0.024513,-0.061276,-0.3083
-0.063635,0.69419,-0.25265,0.07871,0.10441,-0.51295,-0.06285,-0.0002332,-0.35003,-0.00048311,0.020807,-0.20761
-0.0090351,-0.051049,-0.031443,-0.14179,-0.04774,-0.033904,-0.0089237,0.42643,-0.062678,0.88344,-0.076317,-0.025464
0.6493,-0.077182,-0.04909,-0.17932,-0.074212,-0.042489,0.64129,-0.023681,-0.32116,-0.049059,-0.097987,-0.060023
0.21422,0.23466,0.098587,0.71732,0.22869,0.22353,0.21272,0.09783,0.12139,0.15674,0.37128,0.20136
-0.0097683,-0.0046882,-0.0019696,-0.014331,-0.0045689,-0.0044658,0.0013071,0.89877,-0.0024253,-0.43791,-0.0074177,-0.0040229
-0.70282,-0.00015285,-6.4218e-05,-0.00046725,-0.00014896,-0.0001456,0.71132,-0.0070844,-7.9073e-05,0.0032867,-0.00024185,-0.00013116
