0.0016977,-0.53169,-0.00089296,0.84692,-0.0014094,-0.00012761,-0.00291,-0.0029804,-0.0014386,-0.0022241
0.0097547,-0.49214,0.09157,-0.3057,0.57733,0.22798,0.37301,-0.010393,-0.0050166,0.36236
0.039362,-0.028105,-0.13732,-0.017795,-0.24071,0.076128,-0.49059,-0.0020647,-0.00099662,0.82101
0.0295,-0.13041,-0.027616,-0.081859,-0.61497,0.68868,0.34587,-0.0080712,-0.0038959,-0.049787
0.011109,-0.084602,0.95724,-0.05242,-0.2116,-0.14262,-0.049681,0.010913,0.0052675,0.077072
-0.17171,0.043203,-0.14107,0.029717,-0.31898,-0.57019,0.64196,-0.012856,-0.0062054,0.32967
0.11641,-0.18629,-0.066796,-0.114,-0.083397,-0.10143,-0.043255,0.85961,0.41493,-0.063828
0.96666,-0.051433,-0.04739,-0.034738,-0.06096,-0.15702,0.085021,-0.13887,-0.067033,-0.0097244
0.14105,0.64104,0.17055,0.40549,0.27084,0.29589,0.27724,0.22826,0.11155,0.27084
-0.00017367,-0.00078928,-0.00020999,-0.00049926,-0.00033347,-0.00036432,-0.00034135,-0.43498,0.90044,-0.00033347
