"d6d6d6","d6d6d7","d8d8d8","d7d7d8","d8d8d7","d7d6d6","d7d7d6","d7d7d7"
"-0.19419","0.001032","0.019627","0.014902","0.014455","-0.0015701","0.0007816","0.98055"
"-0.13619","-0.0085331","0.67945","0.51587","0.5004","-0.0093518","-0.0031984","-0.055791"
"-0.13155","0.54527","-0.0048342","-0.0036704","-0.0035603","0.8274","-0.010681","-0.025089"
