"d3d3d4","d12d8d9","d9d9d9","d9d9d8","d3d3d3","d3d2d1","d12d7d9","d8d7d8","d8d7d7","d6d5d5","d6d6d6","d6d6d5","d12d13d13","d4d5d5","d8d9d9","d5d8d9","d13d13d13","d4d4d4","d4d4d5","d11d10d9","d13d13d11","d7d9d10","d5d6d6","d12d11d11","d12d11d10","d4d4d3","d4d3d3","d8d8d8","d8d8d9","d10d11d10","d9d8d8","d10d11d11","d8d8d7","d7d9d9","d10d10d9","d5d4d5","d10d10d11","d5d4d4","d10d10d10","d10d9d8","d11d10d10","d5d5d8","d10d9d9","d5d5d6","d11d12d12","d5d5d4","d5d5d5","d3d8d9","d9d9d10","d2d2d1","d2d2d3","d2d2d2","d13d12d12","d9d10d11","d8d9d10","d6d7d7","d9d10d10","d2d1d2","d4d8d9","d12d12d12","d7d6d6","d12d12d11","d6d8d8","d6d8d9","d1d1d8","d1d2d1","d1d1d2","d11d11d10","d1d3d4","d1d1d1","d11d11d12","d1d3d3","d11d11d11","d7d7d9","d7d7d6","d7d7d7"
"-0.0039219","-0.00013365","-0.31975","0.0012933","-0.029989","-0.0013991","-0.00017261","-0.0011751","-0.0015395","-0.007801","-0.11007","-0.0019512","-0.0020375","-0.005772","-0.0018356","-0.0017294","-0.0081977","-0.056688","-0.0062263","-0.0010532","-0.0026739","-0.0010952","-0.0032115","-0.0011214","-0.0013728","-0.0023264","-0.0029595","0.92667","0.001181","5.2563e-005","-0.00016198","-0.0042705","0.00028586","0.00014692","-0.0053421","-0.0033348","-0.0019924","-0.0069566","-0.039914","-0.0013521","-0.0032515","-0.0018205","-0.0044008","-0.0033913","-0.0013912","-0.0050787","-0.10506","-0.0015442","-0.0067906","-0.001276","-0.0014476","-0.0028953","-0.00079067","-0.0028532","0.0018784","-0.00084138","-0.003014","-0.001086","-0.001276","-0.0054755","-0.0018014","2.6003e-005","-0.0011751","-0.001336","-0.001276","-0.0015442","-0.0014949","-0.0030056","-0.0029595","-0.0012541","-0.0022703","-0.0013143","-0.021475","-0.0015207","-0.0025084","-0.095405"
"-0.0077219","-0.00098215","0.7752","-0.0017066","-0.050212","-0.0020023","-0.0018632","-0.0014318","-0.0042836","-0.016245","-0.25663","-0.0038765","0.0015258","-0.011508","-0.00077158","-0.0030103","0.0058343","-0.10723","-0.012063","-0.0012834","0.0028591","-0.0084033","-0.0064669","-0.0010049","0.00029893","-0.0038836","-0.005991","0.15061","0.0027536","-0.003005","-0.010579","-0.0037214","-0.0090402","-0.0040367","0.001564","-0.0068019","-0.0045983","-0.013936","-0.032866","-0.0023536","-0.0027657","-0.0037108","-0.0065846","-0.0073538","0.00022079","-0.0099277","-0.21338","-0.0022099","-0.0013049","-0.0024311","-0.0028844","-0.0057688","0.00017218","-0.00029907","-0.0035961","-0.0031184","-0.0042036","-0.0020691","-0.0024311","-0.0057055","-0.0035789","-0.00025821","-0.0014318","-0.0012852","-0.0024311","-0.0022099","-0.0029786","-0.0039719","-0.005991","-0.0017946","-0.00088407","-0.0018808","-0.025822","-0.0056363","-0.0033787","-0.49734"
"-0.01331","-0.00088775","0.21781","0.0064159","-0.081738","-0.0028657","0.0017793","-0.00046793","-0.0025224","-0.029372","-0.37988","-0.0061704","3.5009e-006","-0.020345","-0.0003271","-0.0049748","-0.00012276","-0.19114","-0.022109","-0.00041941","0.00038932","0.013161","-0.011022","0.00036615","-0.00032508","-0.0065221","-0.01013","0.047872","0.0039753","0.0036943","0.0071416","-0.0036868","0.0048389","0.0046003","0.002912","-0.013303","0.0032951","-0.024597","-0.030463","-0.0038896","-2.6231e-005","-0.0069315","-0.001105","-0.013871","0.00057774","-0.017559","-0.39417","-0.0031629","-0.0041779","-0.0027386","-0.0049948","-0.0099897","-0.00018723","-0.0011053","-0.0067802","0.0035413","-0.0028506","-0.0023308","-0.0027386","-0.0012575","-0.0056966","-0.00042191","-0.00046793","-0.00037804","-0.0027386","-0.0031629","-0.0051579","0.0013921","-0.01013","-0.0025686","-0.00093407","-0.0026919","-0.018462","0.0064007","-0.0033749","0.77563"
