"d3d3d4","d5d4d5","d3d3d2","d3d3d3","d5d4d4","d3d2d1","d3d2d2","d5d5d6","d5d5d4","d5d5d5","d6d5d5","d6d6d6","d2d3d3","d6d6d7","d6d6d5","d2d2d1","d4d5d5","d6d7d7","d6d7d6","d4d4d4","d4d4d5","d7d6d6","d5d6d6","d1d2d3","d1d2d2","d4d4d3","d4d3d3","d3d4d4","d7d7d6","d7d7d7"
"-0.0084183","-0.030001","-0.0016049","-0.02631","-0.030546","-0.010536","-0.0039772","-0.027833","-0.062197","-0.23583","-0.020594","-0.05056","-0.011093","0.11906","-0.032158","-0.0062296","-0.073955","0.091991","0.0037948","-0.29294","-0.013028","0.086708","-0.060268","-0.0021797","-0.011953","-0.01053","-0.018663","-0.019003","0.058234","0.89623"
"0.013959","0.070596","0.00082258","0.045468","0.059539","0.022744","0.0065929","0.055826","0.13889","0.46448","0.042251","-0.40211","0.021856","0.041622","0.057094","0.0083465","0.16157","0.022187","-0.014647","0.64607","0.023767","0.025626","0.11995","0.0011172","0.023549","0.01685","0.032983","0.032662","0.01074","0.34431"
"-0.00082708","0.14139","0.0014887","0.04527","-0.020903","0.023305","0.0056444","-0.051906","-0.016315","0.73978","-0.01101","-0.098225","0.021228","-0.0013005","-0.0070154","0.0079911","-0.048833","-0.0041411","-0.0048593","-0.62179","0.01616","-0.0024494","0.15921","0.0020219","0.022873","0.017889","0.010251","0.027322","-0.0033404","-0.0021095"
