"d7d6d7","d6d7d7","d5d5d6","d7d6d6","d5d5d5","d8d7d7","d6d6d6","d6d6d7","d6d6d5","d7d8d8","d8d8d8","d7d7d6","d7d7d7"
"0.0011688","0.0051807","-0.0060617","-0.0039134","-0.0068861","-0.0007008","-0.1716","0.00059271","-0.0061546","0.0011905","-0.13159","-0.00027651","0.97625"
"-0.0008421","-0.015336","-0.0035021","-0.01246","-0.0039785","0.050536","-0.12802","-0.0077032","-0.0035559","0.021033","0.9838","-0.011836","0.11007"
"0.022215","0.80503","0.23897","-0.06156","0.27147","-0.036122","-0.21938","-0.089037","0.24263","-0.026586","-0.0041168","0.3137","-0.038585"
