"d18d18d18","d18d18d17","d9d9d9","d19d19d20","d10d10d10","d20d20d20","d19d18d18","d19d18d19","d18d18d19","d10d18d18","d19d19d18","d20d20d19","d19d20d19","d17d17d18","d17d17d17","d20d19d19","d19d19d19","d9d19d19","d17d18d17","d17d18d18","d19d20d20","d18d17d17","d18d19d19","d18d17d18"
"-0.74757","-0.66263","0.010153","-0.036124","0.016846","-0.016077","-0.0032921","-0.00012145","0.00055346","-0.0025576","0.0048586","-0.0037564","0.00044707","-0.0034694","-0.0031183","0.002673","-0.0044606","0.00096275","-0.00055144","0.00091847","0.00016087","-1.753e-005","6.8174e-018","-3.166e-018"
"-0.0041293","-0.0024966","-0.00072667","0.11214","0.00078241","0.069964","0.095391","0.029539","0.066766","-0.06105","-0.029291","-0.34074","0.47932","0.079224","-0.091265","-0.36411","-0.031328","0.0098932","-0.24424","-0.01711","-0.63873","0.038049","9.3255e-016","-3.2832e-016"
"-0.00055302","-0.00036907","-9.1949e-005","0.011828","-0.0056612","0.051033","0.07191","0.023772","0.035858","-0.026058","-0.018293","-0.13696","-0.15011","-0.0027699","0.030734","-0.13496","-0.22638","-0.00082545","0.18277","0.021193","-0.00011494","0.00094145","0.82202","-0.40977"
