"d5d8d8","d7d8d8","d7d8d7","d8d8d8","d7d7d8","d8d8d7","d5d5d5","d7d7d7","d8d7d7"
"-0.0029788","0.0043137","-0.0074727","0.016944","-0.90599","-0.00082367","1.624e-06","-0.0014135","-0.42286"
"-0.0049953","-0.18463","0.5433","0.24295","-0.00053151","-0.29564","0.00088592","-0.72407","0.0024203"
"-0.0032279","-0.09399","0.33093","-0.93338","-0.020531","-0.10009","-1.5165e-16","1.2663e-16","-2.2204e-16"
