"d16d16d15","d16d16d16","d9d9d9","d13d12d12","d14d14d15","d15d15d16","d10d10d10","d15d15d15","d14d14d13","d15d15d14","d14d13d13","d14d14d14","d16d15d15","d12d12d12","d13d13d13","d13d13d14","d15d16d16","d10d15d15","d14d15d14","d14d15d15","d9d15d15","d15d14d15","d15d14d14","d12d13d13"
"-0.0043724","-0.0010577","0.0033733","-0.011154","-0.060978","-0.017047","-0.03033","0.13059","0.53356","-0.018696","-0.0029061","0.032884","-0.22428","-0.00073551","-0.63033","0.095758","0.0088067","-0.22056","-0.36317","0.19023","0.012342","-0.10189","0.080763","0.033178"
"-0.0034189","-0.0013423","0.0042844","-0.013461","-0.064512","-0.029616","-0.031342","0.12264","0.53267","0.053115","0.0099596","0.074544","-0.22437","0.0010462","0.63963","0.47649","6.3513e-016","-4.9266e-016","1.5266e-016","-4.2674e-016","-1.442e-016","-5.5511e-017","1.3496e-015","5.6379e-017"
"-0.0011973","-0.0012068","-0.00025696","-0.0062076","-0.0065437","-0.012101","0.003386","0.0042589","-0.014239","0.01575","0.0081794","-0.0013134","-0.021269","-0.45662","-0.0019512","0.0051063","-0.094688","-0.30367","0.12749","-0.32705","0.079256","0.20648","0.68995","0.20222"
