"d7d8d8","d8d8d8","d7d7d8","d8d8d7","d5d5d5","d5d7d7","d7d7d7","d8d7d7"
"-0.0017069","0.063436","-0.068151","0.57921","0.71472","0.25359","-0.2841","0"
"-0.99879","-0.048517","0.0066674","0.0038342","-0.00078753","0.00031526","-0.00031481","1.9851e-18"
"-0.0092311","0.049598","-0.66331","-0.58213","0.30126","-0.09604","-0.3444","-3.5359e-16"
