"d10d10d11","d9d9d9","d10d10d10","d9d10d10","d9d9d10","d11d10d10","d10d9d9","d11d11d10","d11d11d11","d10d11d11","d10d10d9"
"0.033343","-0.3019","-0.19386","-0.014508","-0.016602","0.0077188","-0.0148","0.0080971","0.93223","-0.002165","-0.016592"
"0.0082711","-0.57503","0.81662","0.028272","0.003787","0.0080724","0.0037442","0.0050391","-0.015702","0.021899","0.027494"
"0.81243","-0.2249","-0.17253","-0.033674","0.033613","0.31358","0.013763","0.37045","-0.14365","-0.026013","-0.016913"
