"d16d16d15","d18d18d18","d16d16d16","d18d18d17","d16d16d17","d9d9d9","d20d20d20","d19d18d18","d18d18d19","d9d20d20","d19d19d18","d19d19d19","d15d16d16","d17d18d17","d20d18d18","d17d18d18","d18d17d17","d16d17d17","d16d17d16","d19d19d20","d18d18d20","d17d16d16","d17d16d17","d15d15d15","d20d20d19","d17d17d18","d20d19d19","d17d17d17","d17d17d16","d20d19d18","d20d19d20","d19d20d20","d18d19d19"
"-0.01186","0.13876","-0.40494","0.016833","0.0045825","-7.2738e-05","-0.00075232","0.0050423","0.001921","-0.00065188","-0.0039275","-0.048314","-0.0045654","0.0080383","0.004982","0.014085","0.0011649","0.0082694","-0.0027077","0.0014408","5.8566e-05","0.011499","-0.0065718","-0.44756","0.0042639","0.014069","0.00076967","0.78281","-0.0060079","-0.0039021","-0.00046626","0.0015964","0.00072304"
"-0.0016313","0.64324","-0.61691","0.0040487","-0.029266","0.00036045","0.11004","0.03028","0.018703","0.0032304","0.034331","0.23248","-0.0041984","0.0044107","0.00074168","0.0023214","-0.0004362","-0.012028","-0.0074482","0.012711","0.006638","-0.026901","-0.0081748","0.15864","0.023822","0.0070335","0.014279","-0.32818","-0.02593","0.0051744","0.0087119","0.012136","0.017961"
"0.0096115","-0.36597","-0.40178","-0.00082222","-0.0029224","-0.00022007","-0.060337","-0.015497","-0.0099291","-0.0019723","-0.021702","-0.13398","-0.0027791","-0.00037649","0.001012","0.0024696","-0.0042939","0.0031365","-0.0033547","-0.0068429","-0.004273","0.0023093","-0.006416","0.77272","-0.012821","-0.00022208","-0.00829","0.29052","-0.0098353","-0.0027685","-0.0055395","-0.0051654","-0.008454"
