"d5d4d5","d4d5d5","d5d4d4","d5d5d6","d4d4d4","d5d5d4","d4d4d5","d5d5d5","d5d6d6","d5d6d5","d4d4d3","d6d5d5","d6d6d6","d4d3d4","d3d4d4","d6d6d5"
"-0.014024","-0.0085591","-0.032373","-0.016143","-0.27623","-0.016776","-0.043076","-0.17044","-0.073027","-0.038279","-0.0064433","-0.045981","0.93854","-0.0088098","-0.0071944","-0.031548"
"-0.032431","0.014342","0.079984","-0.034675","0.91436","0.057236","0.13079","-0.22971","-0.13283","-0.092832","0.014521","0.044729","0.22282","0.019855","0.016214","-0.056218"
"-0.065884","-0.014048","0.011526","-0.21971","0.094465","0.011808","0.040859","-0.12306","0.54392","0.77187","0.016435","-0.14457","0.068439","0.022471","0.018351","-0.053326"
