"d3d3d4","d3d3d2","d3d3d3","d2d1d1","d3d2d2","d4d4d4","d5d5d5","d5d3d3","d4d4d3","d1d2d2","d4d3d3","d3d4d4","d2d3d3","d4d3d4","d1d1d1","d2d2d1","d2d2d3","d2d2d2"
"-0.0055091","0.0050452","0.87585","0.0025894","0.0056683","-0.47949","-0.05071","0.0028251","0.004519","0.0023361","-0.008538","-0.0020019","0.0030161","-0.0031549","-0.0028652","0.0012403","0.0029737","0.01301"
"0.01629","-0.010463","0.45669","-0.011818","-0.0039608","0.84967","-0.19589","0.0013457","0.0097131","-0.015316","0.012234","0.0068972","-0.0053851","0.0070447","-0.023271","-0.014051","-0.000945","-0.17103"
"-0.0023739","0.065187","0.044508","0.070521","0.02724","0.12969","-0.19949","-0.0015929","-0.0041848","0.081477","-0.0016131","-0.002343","0.033144","0.00032993","0.12249","0.072274","0.0070023","0.95047"
