"d5d6d6","d5d6d5","d6d5d6","d6d5d5","d6d6d6","d6d6d5","d5d5d6","d5d5d5"
"-0.043779","-0.058003","-0.024145","-0.092635","0.96302","-0.037394","-0.076189","-0.22571"
"-0.33869","0.56115","-0.17402","0.35248","0.05852","-0.18599","0.60142","-0.12707"
"0.73342","0.059364","0.057308","0.62959","0.044612","0.054309","-0.030965","-0.23024"
