"d5d6d6","d5d4d5","d6d5d6","d4d5d5","d5d4d4","d6d5d5","d6d6d6","d6d6d5","d5d5d6","d4d4d4","d5d5d4","d5d5d5"
"0.038319","-0.012228","0.00098355","-0.0035735","-0.0054269","0.024224","0.94997","0.017245","0.031107","-0.17851","-0.0098281","-0.24915"
"-7.438e-06","-0.01514","-0.001378","0.010358","0.030418","0.0010918","0.12483","-0.0011776","0.0023094","0.96636","0.042847","-0.21787"
"-0.0083044","0.99679","-0.0023018","-0.0022903","0.00022766","-0.0033372","-0.007477","-0.0055349","-0.0027327","-0.0010627","-0.0026582","-0.078869"
