"d11d9d10","d10d10d11","d9d9d9","d9d9d8","d10d10d10","d11d10d10","d10d9d9","d8d10d9","d11d12d11","d10d9d10","d9d10d1","d9d9d10","d9d9d13","d9d10d7","d9d10d9","d8d9d9","d8d9d10","d8d9d8","d9d10d10","d13d10d10","d12d11d11","d7d8d8","d1d10d9","d11d11d10","d8d8d8","d8d8d9","d10d11d10","d11d11d12","d9d8d8","d10d11d11","d11d11d11","d10d10d9","d9d8d9","d10d10d8"
"-0.0042435","0.017753","-0.36698","-0.010058","-0.062253","0.017183","-0.025622","-0.0040072","0.0048127","-0.0082223","-0.0032055","-0.031268","-0.0037851","-0.0024108","-0.011506","-0.0082928","-0.0023705","-0.0067239","-0.021229","-0.0044792","-0.001055","-0.001428","-0.0032055","0.028411","-0.017441","-0.0080706","0.00030211","-0.001055","-0.0015628","0.023954","0.92519","-0.018836","-0.0084995","-0.0070805"
"0.0044492","0.038071","-0.53393","-0.010762","0.82576","0.026998","0.010725","0.0088503","0.0052524","0.001377","-0.00058245","0.010424","0.0016681","0.0048364","-0.0072408","-0.0028983","0.00014105","-0.0046541","0.015899","0.001974","0.012937","0.0028648","-0.00058245","0.049384","-0.010382","-0.011193","0.0083988","0.012937","-0.0020263","0.035322","-0.1593","0.0080025","-0.015941","0.0018083"
"-0.075057","-0.10252","0.42654","-0.023971","0.35541","-0.075527","-0.37732","-0.075476","-0.039139","-0.069352","-0.025976","-0.37889","-0.078859","-0.079035","-0.11967","-0.10791","-0.0098484","-0.06287","-0.28923","-0.093319","0.0027402","-0.046815","-0.025976","-0.24844","-0.16552","-0.010121","0.012447","0.0027402","-0.012343","-0.20998","0.16552","-0.25515","0.039794","-0.072526"
