"d3d3d4","d9d9d7","d8d7d4","d1d8d8","d9d9d9","d9d9d8","d1d8d7","d9d9d3","d9d9d1","d1d4d4","d1d4d5","d8d7d7","d6d6d7","d5d9d9","d4d7d4","d4d7d7","d7d1d4","d4d5d5","d8d9d9","d4d5d7","d7d1d8","d8d9d8","d10d10d1","d3d7d7","d3d4d7","d8d9d1","d4d4d5","d5d7d7","d4d4d6","d4d4d7","d8d6d6","d8d8d3","d8d6d8","d8d8d1","d3d4d4","d9d8d1","d1d7d8","d8d8d8","d8d8d9","d8d1d8","d8d8d6","d8d8d7","d9d8d8","d8d1d3","d9d8d9","d10d10d9","d10d10d8","d7d3d8","d7d4d4","d7d3d3","d10d10d10","d7d4d8","d10d9d8","d10d9d9","d5d5d5","d10d9d10","d10d7d7","d9d9d10","d3d8d8","d9d3d1","d9d10d9","d6d7d7","d8d9d10","d9d10d10","d9d1d4","d4d8d8","d7d6d6","d7d7d4","d6d8d7","d7d8d8","d7d8d7","d1d3d4","d7d7d8","d7d7d6","d7d8d9","d7d7d7"
"-0.010162","-0.017555","-0.012936","0.012383","-0.079609","-0.03409","-0.0074304","-0.013385","5.8638e-05","-0.026989","-0.012936","-0.022425","-0.022857","0.0063286","-0.012632","-0.061334","-0.0096936","-0.010441","-0.090297","-0.012936","-0.0093228","-0.014134","-0.0074304","-0.011397","-0.029367","0.0011036","-0.00836","-0.029548","-0.0081916","-0.029897","-0.025333","-0.031366","-0.0025173","-0.028628","-0.0098745","-0.0089425","-0.01734","-0.12956","-0.080329","-0.024672","-0.017016","-0.020983","-0.031706","-0.012632","-0.0034103","0.027891","0.0040009","-0.0074304","-0.0074304","-0.017291","0.9644","-0.013385","-0.011397","0.0064781","0.0030548","0.015792","-0.004524","0.018485","-0.010513","-0.012936","-0.013081","-0.048172","-0.015188","-4.6698e-05","-0.013972","-0.013972","-0.022857","-0.024004","-0.0089425","-0.069965","-0.014814","-0.016195","-0.047415","-0.01624","-0.01523","-0.016657"
"-0.025963","-0.021256","-0.019831","0.0073181","0.87718","-0.018046","0.0046322","-0.031025","0.0071907","-0.060032","-0.019831","-0.02776","-0.038566","-0.000269","-0.032273","-0.12209","-0.034719","-0.016877","-0.11461","-0.019831","-0.024322","-0.035079","0.0046322","-0.029118","-0.07254","0.0099621","-0.021358","-0.055814","-0.029339","-0.064925","-0.042745","-0.036404","0.0076639","-0.10008","-0.015961","-0.038148","-0.060949","-0.23298","-0.080127","-0.013758","-0.032252","-0.04985","-0.040779","-0.032273","0.016353","0.13794","-0.00078703","0.0046322","0.0046322","-0.044549","-0.042418","-0.031025","-0.029118","0.058142","-0.00012984","0.0019203","-0.025979","0.037357","0.011779","-0.019831","0.001627","-0.10754","-0.024385","0.048655","-0.022585","-0.022585","-0.038566","-0.049495","-0.038148","-0.14144","-0.038168","-0.041725","-0.09087","-0.057086","-0.014829","-0.033686"
"-0.035522","0.065191","-0.0076501","-0.0069926","-0.029071","0.095217","-0.0060281","-0.083934","-0.0017543","-0.1103","-0.0076501","-0.032546","0.22705","-8.2947e-05","-0.044155","-0.31111","0.052604","-0.036139","0.25239","-0.0076501","0.0055342","0.023517","-0.0060281","-0.039838","-0.28887","-0.0023877","-0.029222","-0.074852","0.044453","-0.25677","0.25166","-0.086154","-4.7239e-05","-0.29171","-0.034177","0.036724","0.094984","0.15294","-0.075872","0.010985","0.05286","-0.04089","0.006326","-0.044155","0.017102","-0.018616","0.0089667","-0.0060281","-0.0060281","-0.21314","0.00033365","-0.083934","-0.039838","-0.0028908","-4.0038e-05","0.0040119","0.013924","0.037821","-0.0094355","-0.0076501","0.028569","0.32904","0.019498","-0.079366","-0.04836","-0.04836","0.22705","-0.083471","0.036724","0.074275","-0.18261","-0.19963","-0.24101","0.088964","0.0085279","0.0331"
