"d18d18d18","d18d18d17","d9d9d9","d19d19d20","d10d10d10","d20d20d20","d19d18d18","d19d18d19","d18d18d19","d10d18d18","d19d19d18","d20d20d19","d19d20d19","d17d17d18","d17d17d17","d20d19d19","d19d19d19","d9d19d19","d17d18d17","d17d18d18","d19d20d20","d18d17d17","d18d19d19","d18d17d18"
"-0.66803","-0.0025184","-0.00037189","0.0048063","-0.0017237","0.042932","0.0061497","0.0066445","0.0080183","-0.0032394","-0.0022855","0.003655","0.0015625","-0.0021226","-0.020686","0.004974","0.74242","-0.00086378","-0.00070904","-0.002675","0.0028721","-0.0033665","0.0023953","-0.002614"
"-0.3519","0.016565","0.0022766","0.059796","-0.00052444","0.8469","-0.0056206","-0.00029682","-0.013467","-0.00098558","0.0030782","0.0080309","0.01976","0.0096209","0.14116","0.048908","-0.36223","0.0052877","0.0067706","0.0085562","0.023466","0.0072866","0.0044164","-0.0012112"
"-0.40041","0.08645","0.010505","-0.030236","-0.002297","-0.42351","0.0025641","0.0019384","0.012093","-0.0043167","0.054941","0.0015463","-0.006602","0.049269","0.73366","-0.01563","-0.31439","0.0244","0.034806","0.046738","-0.0089817","0.039136","0.056275","-0.0044253"
