"d3d3d4","d1d5d5","d3d3d2","d9d9d9","d3d3d3","d9d9d8","d3d3d1","d11d11d1","d3d2d1","d3d2d2","d1d4d4","d3d2d3","d8d7d7","d1d4d5","d4d6d6","d6d5d5","d7d7d12","d6d6d6","d6d6d7","d6d6d5","d9d6d6","d4d5d4","d4d5d5","d4d5d6","d5d1d4","d8d9d9","d5d1d5","d3d1d1","d3d1d3","d3d1d2","d3d4d5","d4d4d4","d4d4d5","d5d3d3","d4d4d1","d12d11d11","d5d6d6","d5d6d5","d4d4d3","d4d3d3","d4d3d4","d3d4d4","d4d3d1","d4d3d2","d8d8d8","d1d6d7","d8d8d7","d5d4d4","d10d10d10","d5d5d6","d5d5d4","d4d1d3","d5d5d5","d2d3d2","d2d3d1","d2d3d4","d2d3d3","d11d4d5","d10d8d8","d2d2d1","d2d2d3","d2d2d2","d6d6d11","d6d7d7","d2d1d2","d2d1d1","d6d7d6","d12d12d12","d7d6d6","d5d11d1","d1d2d3","d1d2d2","d1d2d1","d1d1d2","d1d1d3","d2d4d5","d1d1d4","d7d8d8","d1d3d5","d1d1d1","d1d3d4","d7d7d8","d1d3d3","d1d3d2","d11d11d11","d7d7d6","d7d7d7"
"-0.016811","-0.0032221","-0.0096464","-0.023498","-0.054022","0.00064509","-0.0071775","-0.0010382","-0.0020364","-0.0088384","-0.0023486","-0.0038845","0.010588","-0.0037786","-0.0019165","-0.015661","-0.00068082","-0.20609","-0.0010743","-0.012011","-0.00093016","-0.0014554","-0.01556","-0.0019626","-0.0021153","0.00028108","-0.0012192","-0.0049457","-0.0042683","-0.0015803","-0.0062889","-0.17162","-0.017588","-0.0026621","-0.0018669","-0.00058895","-0.014353","-0.0010382","-0.017014","-0.012651","-0.0010728","-0.014046","-0.0027168","-0.0023134","0.92143","-0.0015161","0.0058434","-0.018217","0.0018594","-0.014343","-0.018733","-0.0038528","-0.26331","-0.0021585","-0.0023134","-0.0055298","-0.0082903","-0.0011275","0.0043029","-0.0055302","-0.0090636","-0.016454","-0.0011275","-0.0043631","-0.0055767","-0.010411","-0.0021153","-0.0046054","-0.0043567","-0.002681","-0.0071082","-0.0075915","-0.0018877","-0.0097732","-0.0041498","-0.0027452","-0.0017779","0.003456","-0.0010382","-0.017389","-0.0011275","0.012985","-0.0037647","-0.0022075","-0.0037458","-0.0057933","0.034488"
"-0.016923","-0.0035673","-0.009668","0.050786","-0.063201","0.00018657","-0.0073375","-0.00064231","-0.0027389","-0.010126","-0.0013112","-0.0039993","0.02423","-0.0034289","0.0033325","-0.013468","0.003992","-0.077491","-0.00072629","-0.0047047","-0.0002863","-0.0016688","-0.016154","-0.0014645","0.0036781","0.00098532","-0.0013716","-0.0044914","-0.0055484","-0.0024432","-0.0069506","-0.20985","-0.016188","-0.0019004","0.00067697","0.0034533","-0.010354","-0.00064231","-0.017737","-0.015269","-0.0012153","-0.014752","-0.001382","-0.0015637","-0.1875","0.00054977","0.020824","-0.020657","-0.00080917","-0.012234","-0.017212","-0.0023506","-0.3145","-0.0021535","-0.0015637","-0.0060636","-0.0087093","-0.00043936","-0.0018725","-0.0049202","-0.010716","-0.01829","-0.00043936","0.00051732","-0.0064167","-0.012192","0.0036781","0.027004","1.3771e-005","-0.0045463","-0.0059956","-0.0077493","-0.0023103","-0.011862","-0.0039289","-0.0025825","-0.0014873","0.031249","-0.00064231","-0.017022","-0.00043936","0.0051494","-0.003838","-0.0017112","-0.0022333","0.0056466","0.89548"
"-0.010933","0.0051061","-0.00026431","-0.27972","-0.12211","-0.0030861","-0.0096164","0.00040025","-0.008877","-0.013707","0.014632","-0.0018015","0.00068001","0.0099566","0.0040821","0.015113","-0.0013239","0.78679","0.0018277","0.025729","0.0040877","-0.0057397","0.0049914","0.0054286","0.0045054","-0.0074844","0.0018014","0.01743","-0.0020939","-0.0027242","-0.0067866","-0.51885","0.016864","0.012859","0.0038349","-0.0011452","0.043065","0.00040025","-0.014199","-0.014869","0.00045116","-0.017639","0.0069863","0.0068387","0.067865","0.0031143","-0.002114","-0.0080933","0.00020447","0.031798","0.0021064","0.01525","0.0083158","-0.00060608","0.0068387","0.0014356","-0.022061","0.0078696","0.00047318","0.0013967","-0.025732","-0.021529","0.0078696","0.013634","-0.017743","-0.017284","0.0045054","-0.0089553","0.015822","-0.00096684","-0.00028266","-0.015399","-0.01231","-0.030342","0.0093612","0.00019528","0.0035137","-0.0008739","0.00040025","-0.036065","0.0078696","9.51e-005","0.0014803","0.0087417","0.0038637","0.01957","-0.031001"
