"d15d16d15","d16d16d15","d18d18d18","d18d18d17","d16d16d16","d9d9d9","d16d16d17","d10d10d10","d20d20d20","d18d18d19","d19d19d19","d10d15d15","d15d16d16","d9d15d15","d17d18d18","d16d17d17","d15d15d16","d17d16d16","d15d15d15","d16d15d15","d17d17d18","d17d17d17","d20d19d19","d17d17d16","d20d19d18","d19d20d20","d18d19d19"
"0.0018732","-0.060656","-0.016755","-0.0031705","-0.66775","-0.0021801","-0.015403","0.002283","-0.068283","-0.0146","-0.018979","0.0041306","-0.11816","-0.0042315","-0.013406","-0.01613","-0.076633","-0.018281","0.71677","-0.082406","-0.015155","-0.038554","-0.018538","-0.0032256","-0.0016611","-0.035047","-0.012572"
"-0.032434","0.054327","-0.1146","-0.013888","0.56437","-0.0015549","-0.12745","-0.0039976","-0.52837","-0.12081","-0.12981","-0.007233","-0.16754","-0.0030179","-0.069873","-0.0662","0.070518","0.0085868","0.42443","0.033036","-0.1254","-0.10934","-0.15339","-0.014129","-0.020787","-0.23971","-0.065522"
"0.46699","-0.22756","-0.026061","-0.027446","-0.15229","0.031053","-0.090187","-0.001448","-0.32586","-0.085487","-0.029519","-0.0026199","0.66141","0.060272","0.044522","0.035205","0.021344","0.028478","-0.053751","0.32407","-0.088736","0.0057747","-0.10854","-0.027923","-0.057921","-0.054511","0.04175"
