"d7d8d8","d8d8d8","d7d7d8","d8d8d7","d5d5d5","d5d7d7","d7d7d7","d8d7d7"
"0.055875","-0.51233","0.041162","0.095648","0.012935","0.026796","0.85","0.012643"
"0.081313","-0.25858","0.62315","0.65333","-0.088428","-0.1832","-0.2586","0.055802"
"-0.57914","0.016314","0.59646","-0.46934","0.026959","0.055851","0.065449","0.28314"
