"d16d16d15","d15d16d15","d16d16d16","d16d16d17","d9d9d9","d10d10d10","d10d15d15","d15d16d16","d9d15d15","d12d13d13","d13d12d12","d15d15d16","d14d14d15","d17d16d16","d15d15d15","d14d14d16","d14d14d13","d15d15d14","d14d14d14","d14d13d13","d16d15d14","d16d15d15","d13d14d14","d13d13d13","d12d12d12","d13d13d14","d12d12d13","d13d13d12","d14d15d14","d14d15d15","d15d14d15","d15d14d14"
"-0.016151","-0.0024168","-0.013523","-0.0013596","-0.0013426","0.0019916","0.0036034","-0.0038463","-0.002606","-0.0022209","-0.0021484","-0.017909","-0.013859","-0.0014161","-0.5153","-0.0038223","-0.003648","-0.011847","0.85537","-0.0033798","-0.003425","-0.005932","-0.0018081","-0.026651","-0.010377","-0.0048762","-0.0040562","-0.0049869","-0.0095378","0.0049186","-0.013247","0.019653"
"0.092074","0.025669","0.21033","0.012605","0.01426","-0.0010355","-0.0018735","0.1404","0.027678","0.020591","0.022818","0.078704","0.065417","0.01313","-0.57407","0.035439","0.12788","0.063311","-0.31305","0.093477","0.001325","0.15142","0.10909","0.62803","0.10385","0.10493","0.040201","0.046236","-0.0084997","-0.0056063","-0.024511","0.027656"
"-0.16105","0.0021597","-0.43","-0.0091862","0.0011998","-0.0030443","-0.005508","-0.18093","0.0023288","-0.015006","0.0019199","-0.19274","0.51366","-0.0095685","0.19497","-0.025827","0.09073","0.23217","0.1274","-0.024858","-0.030666","-0.22398","0.089832","0.4319","-0.026803","-0.021369","-0.012704","-0.033696","-0.027374","-0.29502","0.034738","0.011395"
