"d9d9d9","d9d9d8","d8d9d9","d5d8d8","d10d10d10","d9d10d10","d9d9d10","d10d9d9","d8d8d8","d8d8d9","d9d8d8","d5d5d5","d10d10d9"
"0.77842","0.017823","0.0044285","-0.0027952","0.15619","0.019996","0.0079159","0.045262","-0.60495","0.0086869","0.0086295","-0.0013043","0.026241"
"-0.34443","-0.035641","0.0020736","-0.00036404","0.90814","0.028249","0.086388","0.07197","-0.20077","-0.010877","0.0015334","-0.00016987","0.038664"
"-0.086104","-0.35837","0.22488","-0.0071875","-0.073031","0.01799","-0.037998","-0.044203","-0.12757","-0.044045","0.8853","-0.0033539","0.04993"
