"d10d12d12","d9d9d9","d10d10d10","d9d11d11","d11d12d12","d12d12d12","d11d11d12","d11d11d11","d12d12d11"
"0.0069717","-0.00020628","0.003325","-0.00047913","0.0051937","0.77809","0.0054667","-0.62803","0.0056651"
"0.49776","0.028415","0.2374","0.065999","0.37082","-0.3969","0.061902","-0.47776","0.40447"
"-0.16291","0.038053","-0.077697","0.088386","-0.12136","-0.13638","0.93808","-0.1653","-0.13238"
