-0.0019373,-0.004679,0.00089576,-0.0011354,0.030471,-0.0091616,0.00035332,-0.032919,0.010565,-0.15292,0.00097595,-0.34746,0.034574,0.80714,0.00010321,0.44831,6.6943e-17
-0.012959,-0.03449,0.0063451,-0.0089544,0.66789,-0.29419,0.019408,-0.63942,0.010216,-0.17435,0.00014605,0.12773,-0.011639,-0.070682,0.00077273,0.068612,-1.9636e-16
-0.0087146,-0.022876,0.0042401,-0.005892,0.34794,-0.135,0.007208,0.42462,-0.096804,-0.41884,0.0061819,-0.088671,0.014174,0.24785,0.0046606,-0.65219,1.6747e-16
-1.6058e-05,2.6128e-05,-0.18464,-0.36906,-0.028789,-0.057989,0.14704,0.0049795,0.025891,9.3346e-05,0.045299,0.00052014,-0.0062165,0.0003461,-0.0079306,4.0166e-05,0.89501
-0.00068791,-0.019291,-0.0023006,0.002872,-0.12838,0.053543,-0.0021881,-0.019639,0.020473,-0.029143,-0.030245,0.8917,-0.10659,0.41143,-0.0050055,-0.043584,5.4048e-17
-0.0015561,0.00076509,-0.024961,0.027855,-0.040824,-0.092362,-0.0040704,-0.001664,-0.031805,-0.00017931,-0.069421,0.05134,0.49811,0.0025692,-0.85545,-0.0013233,7.0622e-17
-0.12985,-0.98984,-0.003938,0.0027633,-0.047848,0.016589,-0.00098096,-0.0033202,0.0021574,-0.0022339,0.00086903,-0.021748,0.002589,-0.015963,5.8165e-05,0.0033402,-2.8088e-17
-0.008651,-0.024554,0.0040504,-0.0056298,0.35055,-0.14244,0.0082083,0.15074,-0.062675,0.86965,0.0014248,-0.019942,0.0039398,0.2279,0.0020468,-0.14397,-2.2667e-16
-0.009762,-0.019445,0.0051763,-0.0070623,0.36494,-0.13388,0.006601,0.60741,-0.11683,-0.11671,-0.0013473,0.21204,-0.021452,-0.24587,-0.001492,0.58839,7.856e-17
-0.99116,0.1306,0.011743,-0.0069757,-0.0082382,0.012793,-0.0011092,-0.001165,0.011357,0.00018077,-0.0012396,-2.0776e-05,-0.00099407,-0.00069672,-0.00053277,-0.0011127,1.4022e-17
-3.3113e-05,5.292e-05,-0.24264,-0.20042,0.1138,0.27195,-0.7844,-0.030176,-0.14433,-0.00021989,0.40574,0.005056,-0.060782,0.0037612,-0.093087,0.00050166,-6.5052e-18
-0.0017441,0.00086011,-0.030678,0.034954,-0.065603,-0.15394,-0.013598,-0.0063449,-0.099843,-0.00080464,-0.17157,-0.10513,-0.84254,-0.0052404,-0.45741,-0.003504,4.4541e-17
-0.0087981,0.0042964,-0.067879,0.077103,-0.025613,0.19933,0.30501,-0.12326,-0.90522,-0.0038016,0.13973,0.0084054,0.031762,0.0072362,0.024326,0.0076245,1.1034e-17
-0.011481,0.0049085,-0.86695,0.4604,0.039568,0.025574,0.091014,0.018674,0.12598,0.0005245,-0.083508,-0.0014493,0.017785,-0.0015333,0.047552,-0.00032069,-1.0086e-16
-0.010831,0.0052946,-0.061491,0.07472,-0.36262,-0.82775,-0.26822,-0.0092527,-0.22457,-0.0016831,0.11113,0.015738,0.098864,0.00556,0.17007,0.0065831,-1.0064e-16
-9.6652e-06,1.5486e-05,-0.081282,-0.12282,-0.038347,-0.11426,0.41614,0.032631,0.22664,0.0012944,0.81948,0.0092634,-0.11055,0.0059188,-0.12823,0.00058567,-0.19454
-3.1121e-05,5.0753e-05,-0.37231,-0.7634,-0.045608,-0.073924,0.12617,-0.0047123,-0.052115,-0.00041924,-0.29617,-0.0033299,0.039719,-0.002097,0.044466,-0.00019429,-0.40139
