-0.011648,-0.02586,3.0487e-005,-8.6512e-006,0.53343,-0.307,-0.046591,0.74388,-3.9484e-005,0.25032,0.00025322,0.047076,5.4801e-006,4.8612e-017
-0.0031068,-0.00020768,-4.3734e-005,-5.4448e-006,0.040447,-0.092791,-0.36578,-0.35008,-5.2926e-006,0.67234,0.0051455,0.53041,5.7631e-005,1.0445e-016
-4.2616e-005,6.5075e-005,0.017368,-0.99824,-2.0906e-005,1.5611e-006,6.7378e-006,6.7272e-006,0.031163,3.1184e-007,-0.0002213,9.1356e-006,-0.047475,3.3678e-017
-2.3933e-006,3.6303e-006,0.00096216,-0.042205,1.0685e-006,-8.3836e-008,4.8027e-007,2.0687e-006,0.15194,2.0479e-005,0.0041079,-0.00017035,0.98748,-3.6838e-016
-0.0015737,0.00071789,0.0012857,0.00025604,-0.0048229,0.00069303,0.0039158,0.004376,0.0054498,-0.0040706,-0.99972,0.020927,0.0033337,-6.8525e-017
-0.26145,-0.96397,0.0036689,1.3036e-005,-0.037662,0.028247,0.0052553,-0.0018853,1.9192e-007,0.010726,-0.00021713,-0.0053092,-3.2755e-007,2.5991e-018
-0.96494,0.26212,-0.0073658,-7.0545e-005,-0.010389,0.00068764,0.0025042,0.0020872,-2.1655e-005,-0.00037662,0.0017462,-0.0010725,-3.2444e-006,7.8724e-019
-0.0095904,-0.0093661,-6.7571e-005,-1.3245e-005,0.58174,0.23592,-0.30749,-0.34552,0.00011159,0.1328,-0.01869,-0.6114,-4.7874e-005,-1.0094e-016
-0.0091387,-0.025716,6.6282e-005,-3.5426e-006,0.0097675,-0.67934,-0.53487,-0.1626,8.2063e-005,-0.47444,-0.0012799,0.0055751,3.8879e-006,-1.3415e-016
-6.9915e-006,1.0444e-005,0.0027231,-0.027881,2.8151e-005,-4.8979e-006,-3.3824e-005,-4.6462e-005,-0.72621,-5.2905e-005,-0.0035935,2.5569e-005,0.11056,0.67793
-6.4476e-006,9.6318e-006,0.0025113,-0.025712,2.5961e-005,-4.5169e-006,-3.1193e-005,-4.2847e-005,-0.66972,-4.8789e-005,-0.003314,2.358e-005,0.10196,-0.73512
-0.0061466,0.0054684,0.99981,0.017521,9.8037e-005,-6.941e-006,-2.7015e-005,-2.3896e-005,0.0029654,8.8814e-006,0.0013167,-1.8264e-005,-0.00068709,-2.284e-018
-0.012332,-0.021019,-1.7095e-005,-1.2316e-005,0.60062,0.17534,0.24972,-0.23296,3.2932e-005,-0.43255,0.010491,0.55144,5.4659e-005,4.6429e-017
-0.0040691,-0.012731,3.9394e-005,-1.0893e-006,0.11407,-0.59028,0.64884,-0.35209,-1.1342e-006,0.23524,-0.0050032,-0.19507,-1.7343e-005,-3.7723e-017
