0.025911,-0.055613,0.0082658,-0.032094,0.039522,-0.015276,0.10526,-0.34494,0.089754,-0.036572,-0.010836,-0.078418,0.031946,0.033049,0.074091,0.0029038,-0.055954,-0.10886,0.045935,0.034761,0.072398,-0.023441,-0.021192,-0.0074799,-0.057376,-0.13487,0.019337,0.049575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88944,0
0.019198,0.033494,0.028751,0.016585,0.0081172,-0.0075926,-0.013236,-0.0359,-0.050507,-0.013827,0.69834,-0.00081488,-0.048633,0.042348,0.023786,-2.6628e-05,0.0074407,-0.0056849,-0.0097769,-0.011252,0.010503,-0.0092972,-0.0085754,0.0069566,-0.0037052,0.004877,0.0015537,0.0020251,0.028374,0.35503,-0.38546,0.080462,0.054291,-0.074987,0.24108,0.28805,-0.0097013,-0.1053,0.11498,0.091815,0.068576,0.037746,1.7153e-13,-5.5511e-17,-0.17166
0.046263,-0.049336,-0.041057,-0.097304,-0.040086,-0.012799,0.40396,-0.35989,0.064992,0.082937,0.023581,0.061061,0.070897,-0.17423,-0.13696,0.004994,0.10724,0.037638,-0.014283,-0.019034,-0.14195,0.10793,0.056449,-0.039992,-0.1965,0.035612,-0.00070162,-0.13469,-0.48884,0.2461,-0.12318,0.038849,0.16378,-0.092105,-0.10938,-0.19511,-0.050721,0.17078,-0.094047,-0.18499,0.070249,-0.026567,-1.4314e-12,-0.14705,0.092391
0.035558,-0.056195,0.017416,-0.0088006,-0.079109,-0.055062,0.080659,0.10699,-0.13782,-0.07449,-0.012557,-0.51221,-0.26157,0.10133,-0.39531,0.070825,-0.14884,-0.24797,0.031086,0.08369,0.024206,0.082162,-0.050367,-0.030587,-0.10525,0.035329,-0.11954,-0.20339,-0.13569,0.15512,0.29041,-0.14488,-0.039344,0.15378,0.27114,0.059042,0.10051,0.079075,0.025478,0.041228,0.035041,0.014138,-2.9292e-14,1.6653e-16,-0.019332
0.035925,-0.066787,-0.065769,0.050015,0.16294,0.33105,-0.030505,-0.021234,-0.31851,0.14248,-0.0039903,-0.023517,-0.016491,-0.21853,0.060195,-2.8737e-06,-0.14022,-0.094238,0.16785,-0.026763,0.0060835,-0.0025354,0.11283,0.024684,-0.09806,0.047387,0.071636,0.076209,-0.18676,-0.00036919,-0.13054,-0.10998,-0.22352,0.14397,-0.019919,0.03544,0.027065,-0.42239,0.017004,0.14422,0.10283,-0.067304,2.938e-13,1.249e-16,0.48022
0.16678,-0.11972,-0.075962,0.08745,0.15777,0.42989,0.10828,0.04022,0.13816,-0.145,-0.019753,0.091123,-0.2335,0.22746,0.2312,0.23402,0.23888,-0.014467,0.039748,0.14178,-0.25646,0.076075,-0.21594,0.18214,-0.014246,-0.0031265,-0.47235,-0.066731,1.0192e-16,9.812e-17,-1.6393e-16,1.8843e-16,3.8164e-16,-3.9899e-17,4.1861e-16,1.7927e-16,1.5016e-17,9.541e-18,-2.2931e-17,-9.4109e-17,2.1489e-16,-4.1633e-17,-4.1564e-17,-9.7145e-17,2.2465e-16
0.058037,-0.0033833,-0.013699,-0.40738,0.45856,-0.21939,-0.036164,0.18788,0.041172,0.057232,0.0084634,-0.02062,-0.10762,-0.15445,0.011675,-0.031418,0.18127,-0.15833,-0.045164,-0.092857,0.079901,0.069572,0.068116,0.22064,0.16078,0.16274,-0.051056,0.0013376,-0.053672,0.002562,-0.26471,-0.29459,-0.10291,0.23248,-0.0070246,-0.17538,-0.03864,0.090168,-0.053846,-0.067938,-0.082036,-0.0006653,4.5921e-13,0.074626,-0.14397
0.02142,0.033704,0.023737,-0.36357,-0.25411,0.2141,-0.18771,-0.065853,0.005643,-0.035642,0.0036221,-0.022977,0.059514,0.049076,-0.0032279,0.0015451,-0.0079982,-0.044812,-0.01899,-0.056538,-0.0028461,-0.00032962,0.024732,0.0039717,0.02541,0.024495,-0.040922,0.0078668,-0.10757,0.20705,0.14623,-0.29412,-0.23057,-0.34225,-0.36341,0.055291,0.22236,-0.24797,-0.12073,0.012081,0.012094,0.013546,1.028e-12,-0.0040726,-0.32384
0.016629,0.0094425,0.0025264,-0.23521,-0.011388,0.042966,-0.079615,0.0080369,-0.0031405,-0.030033,0.0040423,0.026402,-0.019055,0.01379,-0.020644,-0.01357,-0.041727,0.0072385,0.020445,0.012467,-0.04201,-0.029566,-0.0089077,-0.059583,-0.044162,-0.11077,-0.029828,0.034638,-0.45043,-0.38585,0.0087862,0.44649,-0.097225,0.12822,0.26806,0.048243,-0.10083,-0.28483,-0.14822,-0.057332,-0.1819,0.051042,1.54e-12,-0.013511,-0.32324
0.51157,-0.74504,0.097651,0.034548,-0.1191,-0.17713,-0.14748,0.013641,-0.078826,-0.066618,0.0086353,-0.019209,0.0042134,-0.018601,0.026545,0.016556,0.0094424,0.16782,-0.044215,-0.18064,-0.081154,0.023823,0.10272,0.0078379,0.061498,-0.052445,0.073159,0.0070731,-2.949e-17,1.5613e-17,-3.3458e-16,6.9389e-18,-2.7322e-17,-5.1174e-17,2.0817e-17,-8.1749e-17,4.3368e-19,7.9797e-17,-2.7756e-17,-5.1174e-17,-4.1633e-17,2.2118e-17,1.1188e-17,-1.6653e-16,6.7654e-17
