-0.0015934,-0.0017408,-0.015332,0.0099639,-0.010679,0.0058866,-0.0052182,-0.29057,0.21174,-0.040241,0.010888,-0.26544,0.055726,-0.53701,0.13359,-0.043536,-0.059708,0.13512,-0.30697,0.25247,-0.38022,0.29592,0.16957,0.21473,-0.00076241
-0.056911,-0.15538,-0.00049894,0.1092,-0.22469,-0.22036,-0.59247,0.18175,0.19014,0.19281,-0.21698,0.087565,-0.19477,-0.072276,0.0048427,0.074574,0.05791,-0.060857,-0.12565,-0.086975,-0.11385,0.27914,-0.26256,-0.33249,0.0011805
-0.048484,-0.13695,-0.010078,-0.063832,-0.041071,-0.26404,-0.43686,-0.30838,0.26274,-0.035958,0.026034,-0.30518,-0.013352,0.28323,0.11366,-0.052497,0.091851,-0.064857,0.20476,0.14268,0.31259,-0.14853,0.24979,0.31632,-0.0011231
-0.0092303,-0.023283,-0.0028195,0.016684,-0.020494,0.1519,-0.064582,-0.071838,0.02728,-0.12191,0.082515,0.41427,0.29205,-0.0032467,-0.028088,0.0041546,0.16522,0.1024,-0.33774,0.27633,0.57807,0.35177,3.747e-16,-3.4694e-16,-7.9472e-17
-0.03974,-0.0061828,-0.030946,0.04487,-0.060902,-0.0704,0.16133,-0.52971,-0.12201,-0.015352,-0.35117,-0.040072,-0.34751,0.0036186,-0.51976,0.18492,0.042956,-0.022837,-0.24131,-0.18258,0.14415,-0.015654,-9.7145e-17,4.0246e-16,-1.3683e-16
-0.02084,-0.070346,-0.025538,0.41869,-0.41619,0.074441,0.25159,0.23487,-0.080808,0.26454,0.061884,-0.49058,-0.039707,0.19246,-0.085664,-0.13043,-0.11909,0.10599,-0.077348,0.18078,0.20099,0.18164,-4.1633e-17,-4.1633e-16,1.4274e-16
-0.0081585,-0.037654,-0.017677,0.26696,0.48275,0.0050493,-0.084131,0.03112,-0.00015079,-0.031859,-0.082698,-0.04873,-0.11883,0.029416,-0.009048,-0.095437,-0.1772,0.087528,-0.053939,0.1423,0.06062,-0.039005,-0.049703,-0.066991,0.75963
-0.27101,-0.87737,0.064141,-0.24993,0.033129,0.10292,0.076183,-0.0076628,-0.16532,0.035749,0.10851,0.051378,-0.03791,0.00056043,-0.06298,-0.046048,-0.091166,0.058547,-0.0038568,0.06162,-0.08006,-0.011425,9.7145e-17,-2.7756e-17,1.6914e-17
-0.058385,-0.13677,-0.0069344,0.32605,0.038474,-0.050528,0.13645,0.21456,0.26034,0.38815,0.033724,0.27038,-0.14354,-0.33831,0.061384,0.16038,0.18277,-0.11577,-0.090478,-0.14429,0.1585,-0.31226,0.23775,0.30107,-0.001069
-0.050514,-0.11113,-0.019776,0.14605,0.2502,-0.093837,0.32595,-0.33045,0.29952,0.15403,0.24454,-0.14062,0.13386,0.049848,0.15736,0.091341,0.28099,-0.16053,0.22336,-0.21193,0.039652,0.30143,-0.23026,-0.29159,0.0010353
-0.9396,0.30618,0.12399,-0.024683,0.014212,0.060718,-0.012931,0.035041,0.033293,-0.0089119,0.0043967,-0.026336,0.0025737,0.0076886,-0.001959,-0.005768,-0.0075334,0.0072846,-0.001326,-0.0034321,0.001125,0.00031728,-1.1102e-16,1.9429e-16,-2.9382e-17
-0.064497,-0.036063,-0.04719,0.27106,0.024862,-0.49265,-0.17588,-0.030686,-0.40774,-0.048039,0.27969,-0.064253,0.47642,-0.17593,-0.23051,0.025885,0.031615,0.12542,-0.071819,-0.20607,-0.041975,-0.12199,0,4.4409e-16,1.1384e-16
-0.0048691,0.005745,-0.0038275,0.0021611,5.3182e-05,-0.029479,-0.0083515,0.017469,-0.036362,-0.037904,0.077224,-0.0070266,0.089598,-0.16126,-0.18451,-0.098871,-0.33411,-0.87349,0.0022562,0.16467,0.07094,0.072723,5.5511e-17,-2.2204e-16,-1.9955e-16
-0.010068,-0.064188,0.0084424,-0.051799,0.0044507,0.094722,-0.022318,0.11166,-0.22383,-0.27742,-0.1493,-0.32852,-0.085491,-0.34845,0.30131,0.10153,0.17194,-0.081446,-0.011668,-0.13103,0.32183,-0.084367,0.34683,-0.44664,-0.0014367
-0.029201,-0.084843,-0.039319,0.32023,-0.34163,0.27545,-0.054972,-0.32498,0.27075,-0.22029,0.027648,0.14142,0.15629,-0.12535,0.07849,-0.12596,-0.28896,0.089829,0.084332,-0.041113,0.016739,-0.4354,-0.18763,-0.2376,0.00084363
-0.0037238,-0.0069031,-0.0059392,-0.0061304,0.0052373,-0.036131,0.012208,-0.046573,-0.016726,-0.016748,0.17576,-0.052646,0.014024,0.34323,0.37266,0.56032,-0.32138,-0.096462,-0.50648,-0.10195,-0.059539,-0.090071,8.3267e-17,3.6082e-16,-1.584e-16
-0.065384,-0.015402,-0.055051,0.16995,-0.18659,-0.50679,0.25764,-0.0094055,-0.091349,-0.39602,0.14185,0.29032,-0.43463,-0.0065838,0.23313,-0.035205,-0.026429,0.020945,0.13969,0.24181,-0.024752,0.10773,8.3267e-17,-3.0531e-16,3.979e-17
-0.0058015,0.0045368,0.0015248,0.013663,-0.0059137,-0.0059503,0.034168,0.0037289,-0.027767,0.027537,0.0029279,-0.086957,0.055121,0.076315,-0.10077,0.1618,0.50755,-0.13548,-0.15307,0.60704,-0.21637,-0.40004,-0.16334,-0.20685,0.00073443
-0.12228,-0.0019152,-0.98439,-0.1009,0.015695,0.048503,-0.0050452,0.049009,0.010806,0.024313,-0.0030048,-0.0052422,0.0032829,0.002385,-0.0033632,-0.0018231,0.0034699,0.0009564,0.00024873,-0.0029808,-0.0012184,-0.003197,0,1.6653e-16,-3.4694e-17
-0.047394,-0.14251,-0.032991,0.46778,-0.013562,0.31827,-0.11033,0.020493,-0.13321,-0.34117,-0.20959,0.075504,0.11026,0.23228,0.027681,0.13757,0.2685,-0.1915,0.12428,-0.11776,-0.30623,0.22082,0.18927,0.23969,-0.00085102
-0.0048088,-0.0036354,-0.0024896,-0.004482,0.00098924,-0.038214,0.031935,-0.063094,-0.041884,-0.013806,0.042188,0.017359,-0.083584,0.19411,0.20458,-0.6894,0.24349,-0.16607,-0.49653,-0.2716,-0.086589,-0.11395,-5.5511e-17,4.8572e-16,1.8735e-16
-0.025039,-0.12582,0.013324,-0.089837,0.016549,-0.17774,0.19687,0.27987,0.22063,-0.3676,-0.36884,-0.22057,0.19739,-0.099729,0.034833,0.0449,0.041896,-0.019348,-0.098812,-0.10935,0.15383,-0.070197,-0.50285,0.31686,0.0021287
-0.0095225,-0.04395,-0.020632,0.31159,0.56346,0.0058935,-0.098197,0.036323,-0.000176,-0.037186,-0.096524,-0.056877,-0.1387,0.034334,-0.010561,-0.11139,-0.20683,0.10216,-0.062957,0.16609,0.070754,-0.045526,-0.064654,-0.078405,-0.65034
-0.048309,-0.011536,-0.01117,0.024242,-0.037073,-0.16888,0.12455,-0.2235,-0.29929,0.38105,-0.5799,0.1564,0.29019,0.024084,0.40847,-0.064665,-0.11001,-0.039091,0.11593,0.15176,0.0025393,-0.0045236,-1.8041e-16,-1.1102e-16,4.1633e-17
-0.015687,-0.066193,0.0054822,-0.04172,0.012415,-0.26573,0.2176,0.17615,0.42855,-0.10991,-0.23014,0.084594,0.2768,0.22395,-0.24505,-0.04941,-0.11782,0.056309,-0.087974,0.012369,-0.14512,0.0081728,0.50285,-0.31686,-0.0021287
