-0.0041086,-0.0035076,0.0029453,-0.002286,0.016678,0.0044061,0.010385,-0.028551,-0.010539,0.05973,0.11431,0.032211,0.014646,0.22455,-0.058537,-0.16016,0.034953,-0.091691,-0.18819,-0.16319,0.013922,0.00417,-0.0045588,-0.060085,-0.07584,-0.10422,-0.15116,-0.035471,-0.086421,0.059447,-0.2638,-0.077874,-0.070355,-0.14194,-0.083161,0.0095971,-0.12927,-0.0014082,-0.094806,0.043738,-0.039218,0.020123,0.03542,0.037964,0.058055,-0.085154,0.075322,0.035622,0.0043501,-0.059909,-0.071764,-0.036478,-0.026534,-0.092476,0.11875,0.10755,-0.11705,-0.058802,0.030926,0.044298,-0.066746,-0.17416,-0.30292,-0.080144,-0.13038,-0.45291,0.16755,-0.015006,0.11735,0.0077964,0.074839,-0.054236,-0.080077,-0.036376,0.21311,0.00072054,0.18045,0.1778,-0.16802
-0.019995,0.012364,-0.0074613,0.0044627,-0.025165,-0.049826,-0.014642,0.015823,-0.038044,-0.054961,0.029974,-0.057063,0.053127,-0.038937,-0.1583,-0.055813,-0.075271,0.17542,-0.041488,-0.27789,-0.077501,0.097017,0.029054,0.1869,0.022645,0.075627,-0.087075,-0.00038406,0.022293,-0.15651,0.028813,0.049436,0.29871,0.037575,0.18574,-0.040014,0.058155,0.20916,0.16254,0.020208,0.23956,0.20367,-0.25963,0.18509,-0.051795,0.039649,0.17485,-0.015957,-0.082247,-0.028908,0.0064557,-0.088591,0.052076,-0.21009,0.15379,0.0010091,-0.024094,-0.040585,0.037304,0.1308,0.08019,-0.073539,0.0054795,-0.15169,-0.00016565,-0.0081369,0.050204,-0.19689,0.018811,0.040086,0.016152,-0.059806,-0.16093,-0.0097569,-0.18929,-0.0084875,-0.12208,0.17404,0.11765
-0.011999,0.0059977,0.00044649,-0.0043755,-0.032316,-0.068651,-0.0083031,0.003761,-0.018277,-0.0342,0.020614,-0.055681,0.15944,-0.108,-0.020552,-0.16952,-0.0061553,0.05369,-0.12258,-0.10062,-0.067587,0.068204,-0.092779,0.0072384,0.23297,0.23286,-0.090642,-0.041833,0.07597,-0.061684,0.075526,-0.063644,-0.06323,0.055754,0.23208,0.24663,-0.20943,0.02774,0.14347,0.078184,-0.23889,-0.033668,0.035243,0.31904,0.00067673,0.02938,0.072822,0.053484,0.082812,-0.037005,-0.28405,0.1554,0.0063996,0.13386,-0.097392,0.056122,0.084304,-0.11515,-0.075317,-0.025978,-0.1131,-0.020266,0.031064,0.015014,-0.14472,-0.0077528,-0.14605,0.13435,-0.099341,-0.077868,0.0403,0.041726,0.19497,-0.021552,-0.1282,-0.0045656,0.20691,-0.0077164,-0.11538
-0.0061687,0.0031825,0.0091729,-0.0091444,-0.0067755,0.010934,-0.00023186,-2.4311e-05,-0.0050672,-0.010059,0.020924,-0.016986,-0.019612,-0.033684,-0.016736,-0.013965,-0.021685,0.026795,0.032736,-0.01357,-0.014099,-0.0091347,0.042671,0.029271,-0.071357,0.029305,-0.079839,-0.13611,0.0066897,-0.025346,-0.089818,0.00091039,0.023138,0.071023,-0.084916,0.018271,0.23376,-0.0048357,-0.087601,-0.088865,-0.2011,-0.011892,-0.24211,0.091005,0.0026844,-0.090186,0.1266,0.043864,0.32821,0.11328,0.079682,-0.1072,-0.20906,-0.12486,-0.24181,-0.011704,0.1461,0.070969,0.065623,0.028058,-0.10594,-0.10458,0.11853,0.095698,0.029752,-0.23797,-0.1733,0.32112,0.044857,0.0014051,-0.21845,-0.23627,-0.0060637,0.12537,-0.051866,-0.039272,-0.26771,0.087337,-0.078542
-0.004767,-0.0047504,-0.00064596,-0.0071254,0.011999,0.0035291,-0.00011332,-0.0052563,0.01584,-0.010622,0.014079,0.015924,0.0043261,0.0022781,0.056492,-0.039369,-0.0042652,-0.015212,0.013126,0.030347,-0.073495,0.046582,-0.011724,0.033083,0.043673,-0.017698,-0.038423,0.077017,0.057377,-0.10239,0.015941,0.015526,-0.086529,0.019877,0.024556,-0.019742,0.2062,0.076154,-0.28656,-0.044555,0.31472,-0.0035218,0.099533,0.29556,0.27542,-0.089069,-0.1717,0.1029,-0.17586,0.12093,-0.15966,0.11664,-0.096987,0.026211,0.10743,-0.060739,0.069075,-0.020131,-0.11017,-0.1232,-0.20563,0.13191,0.27565,0.088647,-0.085472,-0.030732,-0.024584,-0.066834,-0.087885,0.0050873,-0.14662,0.075757,-0.18891,0.12034,0.21555,0.0034276,-0.0093897,0.23295,-0.11545
-0.018382,0.018893,0.020154,-0.0067922,0.0085722,-0.079294,-0.052395,-0.037957,0.048589,-0.019168,0.051392,-0.072007,0.089007,-0.20028,0.16697,-0.1879,0.14982,-0.049986,-0.012062,0.0086758,0.15503,-0.08415,-0.026542,-0.03472,0.0036298,0.062902,-0.12922,-0.10702,0.20324,0.2233,-0.13546,0.038913,0.28487,-0.070341,-0.17616,-0.037885,0.080072,-0.1315,0.041129,-0.0012697,-0.07814,0.12788,0.143,0.10283,-0.024139,0.10219,0.077228,-0.11605,-0.11336,0.024728,0.054985,0.029896,0.036014,0.0099001,-0.065439,0.075224,-0.12553,0.035462,-0.10446,-0.11866,0.020972,0.013194,0.26407,0.070563,-0.1697,-0.12166,0.08661,-0.075771,0.076179,0.099799,0.20135,0.092559,0.22368,0.0055189,0.087419,-0.0061494,-0.22092,0.12491,0.21766
-0.014081,-0.0085669,-0.0049385,-0.002562,-0.035554,-0.0012137,-0.0050623,-0.0095001,-0.11232,0.066561,-0.0041807,-0.082267,0.044067,0.10839,0.029316,0.14492,0.19015,0.054287,0.1268,-0.039721,0.095129,-0.20888,0.0099948,-0.031583,0.1238,0.021373,-0.18676,0.16928,0.15982,0.08403,0.12209,-0.13871,-0.15917,0.02855,-0.031579,-0.032505,-0.039946,0.29702,-0.33152,-0.12584,-0.030089,0.070332,-0.19415,-0.12286,-0.153,-0.036182,0.30528,-0.10905,-0.055811,-0.086694,-0.11364,0.011595,0.042787,-0.079495,0.054683,0.20262,0.20281,0.011874,0.073671,-0.044348,-0.051883,-0.0085531,0.083563,0.038803,-0.1689,0.025276,-0.10493,-0.056125,0.020812,-0.018899,0.031958,0.054254,-0.039404,-0.13015,0.11689,0.009481,0.012673,-0.16132,0.088373
-0.016668,0.0057048,-0.022502,0.012381,-0.051427,-0.035828,-0.038686,-0.052524,0.071088,0.035444,0.037492,0.16265,0.16484,0.073062,0.029465,0.093333,-0.073945,-0.058191,0.022812,0.18562,-0.026975,-0.016422,0.24234,-0.033331,-0.14938,-0.023421,-0.054689,-0.095857,-0.10051,-0.13655,0.082865,0.016205,0.080288,0.095623,0.037735,-0.16257,-0.11639,-0.051439,0.030732,-0.071813,-0.16108,0.0048185,0.08851,0.17532,-0.043558,0.01301,-0.013689,0.02515,-0.19516,0.018084,-0.018398,0.065414,-0.065214,-0.0155,0.15818,0.2854,0.21431,0.16823,-0.0082848,-0.016524,-0.088464,-0.2001,0.13848,-0.0060733,0.021273,0.20657,0.14954,-0.037311,0.13482,0.098692,0.091187,-0.4334,0.074755,-0.025296,0.0095503,-0.0096234,0.085049,0.025597,-0.070263
-0.05047,0.045225,0.025988,-0.0083424,-0.020559,-0.020366,0.25262,-0.24338,0.011078,-0.10866,0.2496,0.23022,0.18929,0.18769,-0.0075067,-0.23787,-0.06814,-0.06783,0.10185,-0.12314,-0.055158,0.077231,0.1536,0.19893,0.15946,-0.057086,0.026328,0.23386,0.089034,-0.0066859,0.035327,-0.11942,0.1038,-0.17038,0.13893,0.12504,0.13945,-0.088123,0.006713,-0.22204,-0.13842,0.016696,0.051685,-0.1057,-0.058937,-0.097031,-0.16897,-0.10718,-0.099751,0.091728,0.18939,-0.0038806,-0.0026667,0.043603,-0.1127,0.055997,0.059385,0.026138,-0.016439,-0.029153,0.034132,-0.01064,-0.082045,-0.029109,-0.0091711,-0.025428,-0.15799,-0.077366,-0.14351,-0.048571,-0.039121,-0.035458,-0.014882,0.0047621,0.079441,-0.0030383,-0.015699,-0.061489,0.098218
-0.061563,-0.0017846,-0.041041,0.018707,0.016884,-0.05689,-0.050749,-0.14551,-0.20484,0.06683,-0.1067,-0.31598,0.11893,-0.018499,-0.075012,0.1107,0.12978,0.14015,-0.091092,-0.20327,-0.055714,-0.1413,0.21817,-0.056982,0.025062,-0.068567,0.19216,0.23003,0.17302,-0.00039253,-0.020851,0.027758,-0.073602,-0.032343,0.032676,-0.11117,0.049486,-0.14857,0.015992,-0.02398,-0.013476,-0.021483,0.26702,0.293,-0.0038665,-0.074373,0.078649,-0.012165,0.014945,-0.054634,0.037838,-0.064387,0.008012,0.05047,-0.067814,0.027896,-0.15515,0.14421,-0.032309,-0.015041,-0.037657,0.060784,-0.19497,0.052963,0.050879,0.057207,0.025107,0.056274,0.0024216,-0.0095958,0.1187,-0.11242,-0.16373,0.076334,-0.030349,-0.0028257,-0.2094,-0.15986,-0.16539
