-0.0016339,0.028835,-0.002629,-0.04809,0.035255,-0.11004,0.18864,-0.14847,0.0013826,0.20112,-0.020459,-0.025244,0.16885,-0.086595,-0.040686,-0.059727,-0.065195,0.48547,-0.4102,-0.1279,0.063173,0.0023534,0.06209,-0,0,-0,0.64088,0,0,0,0,0,0,0,0,0,0,0,0
-0.00051148,0.011943,-0.001391,-0.036178,-0.076238,0.35516,0.021351,-0.071167,0.00063641,0.050175,-0.016778,-0.015174,-0.038484,0.028655,0.01076,0.028852,0.00087051,0.030245,-0.022819,-0.011221,0.01468,0.00095649,0.0049158,-0.33764,0.50586,0.073616,-0.0019449,0.22772,0.2326,0.41171,0.080053,-0.15573,-0.11832,0.31423,0.087488,0.011959,-0.097332,-1.9972e-14,0.20378
-0.0046459,0.079418,-0.0069615,-0.11612,-0.52551,-0.1243,-0.19452,0.18732,-9.2454e-07,0.4581,0.0941,0.04276,-0.16673,0.052079,0.016859,0.010735,0.003777,0.14358,-0.16101,-0.067223,0.039827,0.0014313,0.02471,0.094729,-0.16345,-0.22897,-0.22132,0.10593,-0.18668,0.11728,-0.14343,0.10648,-0.015427,0.21845,0.13642,0.044905,-0.016369,1.8261e-14,0.11484
-0.0004353,-0.00023013,-0.0025947,-5.0527e-05,-2.6424e-06,-1.5427e-05,-0.00053549,-0.0016537,0.0019205,-0.00057775,0.0093282,-0.0013819,0.0021352,-0.0012298,-0.0063865,0.010446,-0.001921,0.0058166,0.0098915,0.010416,0.070338,-0.99048,0.0055594,0.027524,-0.031091,0.017112,2.2204e-16,0.029782,0.03714,-0.036917,0.028815,0.0032948,-0.031459,0.038607,-0.020907,-0.051321,-0.0088457,-4.2954e-14,0.036679
-0.0010316,0.021878,-0.002377,-0.057068,-0.023859,0.20316,0.23469,-0.22509,0.0017025,0.16505,-0.035378,-0.018286,0.012696,0.0099376,0.0051332,0.019259,0.0025175,-0.011487,0.011056,-0.0023794,0.015715,0.0014345,0.048242,-0.30321,0.059124,-0.30035,-0.13451,-0.32514,0.13694,-0.39325,-0.37391,0.097881,0.059268,-0.08598,-0.11205,-0.090141,0.025314,-6.5196e-14,0.38971
-0.00080678,0.013361,-0.0011299,-0.017163,-0.27568,-0.13068,0.077364,-0.039516,-0.00051266,-0.25333,-0.027236,-0.0023066,0.084201,-0.039313,-0.014188,-0.027233,-0.0043228,-0.029571,0.028732,0.013684,-0.012415,-0.00062037,0.0070554,-0.62817,-0.34088,0.37477,0.050133,0.10353,-0.34574,-0.042791,-0.065264,-0.019251,0.043218,0.12796,-0.039724,-0.064319,-0.067988,-7.1843e-14,0.056893
-0.00077377,0.015363,-0.0015799,-0.035273,0.043644,-0.090722,0.26681,-0.20747,0.0014754,0.15404,-0.027265,-0.0078802,0.052308,-0.015217,-0.0039992,-0.0039984,0.0022491,-0.042955,0.035333,0.0078096,0.0052055,0.00084167,0.054341,0.1899,0.43833,0.13507,-0.16275,0.39118,-0.43217,-0.24495,-0.21572,-0.0043114,-0.0020274,0.12201,-0.12737,-0.17835,0.10375,-2.7888e-14,-0.21796
-0.00092187,0.018304,-0.0018823,-0.042024,0.051997,-0.10809,0.31788,-0.24717,0.0017578,0.18352,-0.032483,-0.0093885,0.062319,-0.018129,-0.0047646,-0.0047637,0.0026796,-0.051176,0.042095,0.0093043,0.0062018,0.0010028,0.064741,0.147,-0.050961,0.45182,-0.1939,-0.22248,0.076987,0.15759,0.082024,0.48402,-0.11852,0.042686,0.30641,0.22734,-0.11575,2.9664e-14,0.10734
-0.00054084,0.012629,-0.0014708,-0.038255,-0.080616,0.37555,0.022577,-0.075253,0.00067295,0.053056,-0.017741,-0.016045,-0.040694,0.0303,0.011378,0.030508,0.00092049,0.031981,-0.024129,-0.011865,0.015523,0.0010114,0.0051981,0.16074,-0.27775,0.32988,-0.0020565,-0.014505,0.2893,-0.0051456,-0.35271,-0.19861,0.32297,0.24331,0.022622,0.077649,0.36399,2.3987e-13,-0.27112
-0.00067877,0.013477,-0.001386,-0.030942,0.038286,-0.079583,0.23405,-0.182,0.0012942,0.13513,-0.023918,-0.0069127,0.045886,-0.013349,-0.0035082,-0.0035075,0.001973,-0.037681,0.030995,0.0068508,0.0045664,0.00073834,0.047669,-0.26583,-0.28524,-0.32191,-0.14277,0.33474,0.32051,0.18922,-0.015816,0.14486,-0.26611,-0.12392,-0.16638,0.016182,0.021197,1.6136e-14,-0.46348
